"","[Clostridium] innocuum group","[Eubacterium] brachy group","[Eubacterium] eligens group","[Eubacterium] fissicatena group","[Eubacterium] hallii group","[Eubacterium] nodatum group","[Eubacterium] oxidoreducens group","[Eubacterium] ruminantium group","[Eubacterium] siraeum group","[Eubacterium] ventriosum group","[Eubacterium] xylanophilum group","[Ruminococcus] gauvreauii group","[Ruminococcus] gnavus group","[Ruminococcus] torques group","Abiotrophia","Acetanaerobacterium","Acidaminococcus","Acinetobacter","Actinobacillus","Actinomyces","Actinotignum","Adlercreutzia","Agathobacter","Aggregatibacter","Akkermansia","Aliihoeflea","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevundimonas","Bulleidia","Butyricicoccus","Butyricimonas","CAG-352","CAG-56","CAG-873","Caldicoprobacter","Campylobacter","Candidatus Hepatoplasma","Candidatus Saccharimonas","Candidatus Soleaferrea","Candidatus Stoquefichus","Catabacter","Catenibacillus","Catenibacterium","Cellulosilyticum","Cetobacterium","Chelativorans","CHKCI001","CHKCI002","Christensenella","Christensenellaceae R-7 group","Chryseobacterium","Citrobacter","Cloacibacillus","Cloacibacterium","Clostridioides","Clostridium sensu stricto 1","Clostridium sensu stricto 13","Colidextribacter","Collinsella","Comamonas","Companilactobacillus","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae UCG-003","Corynebacterium","Cronobacter","Cryptobacterium","Cuneatibacter","Curvibacter","Defluviitaleaceae UCG-011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Dysgonomonas","Edwardsiella","Eggerthella","Eisenbergiella","Empedobacter","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae UCG-003","Escherichia-Shigella","Eubacterium","Ezakiella","F0332","Facklamia","Faecalibacterium","Faecalicoccus","Faecalitalea","Family XIII AD3011 group","Family XIII UCG-001","Fastidiosipila","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA-900066575","GCA-900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia-Obesumbacterium","Halarcobacter","Halomonas","Harryflintia","Herbaspirillum","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Hypnocyclicus","Incertae Sedis","Intestinibacter","Intestinimonas","Klebsiella","Kurthia","Lachnoanaerobaculum","Lachnoclostridium","Lachnospira","Lachnospiraceae FCS020 group","Lachnospiraceae NC2004 group","Lachnospiraceae ND3007 group","Lachnospiraceae NK4A136 group","Lachnospiraceae UCG-001","Lachnospiraceae UCG-003","Lachnospiraceae UCG-004","Lachnospiraceae UCG-008","Lachnospiraceae UCG-010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Lawsonella","Lelliottia","Leuconostoc","Levilactobacillus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Malaciobacter","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Muricauda","Murimonas","Negativibacillus","Negativicoccus","Neisseria","Nesterenkonia","NK4A214 group","Nosocomiicoccus","Oceanicaulis","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenalcaligenes","Paeniclostridium","Paludicola","Papillibacter","Parabacteroides","Paraclostridium","Paracoccus","Paraeggerthella","Paraprevotella","Parascardovia","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Pelagibacterium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Photobacterium","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae Ga6A1 group","Prevotellaceae NK3B31 group","Prevotellaceae UCG-001","Prevotellaceae UCG-003","Propionigenium","Proteiniphilum","Proteus","Providencia","Pseudocitrobacter","Pseudoclavibacter","Pseudoflavonifractor","Pseudoglutamicibacter","Pseudomonas","Pseudoramibacter","Pseudoscardovia","Pygmaiobacter","Pyramidobacter","Raoultella","Raoultibacter","Rikenellaceae RC9 gut group","Robinsoniella","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5-A14a","Salmonella","Sanguibacteroides","Sarcina","Scardovia","Sediminibacterium","Sediminispirochaeta","Selenomonas","Sellimonas","Senegalimassilia","Serratia","Shuttleworthia","Slackia","Solobacterium","Sphingobacterium","Sphingomonas","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptococcus","Subdoligranulum","Succinivibrio","Sunxiuqinia","Sutterella","Synergistes","Tepidimicrobium","Terrisporobacter","TM7a","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5-1-2E3","UCG-002","UCG-003","UCG-005","UCG-007","UCG-009","Unknown","Veillonella","Vibrio","Victivallis","W5053","Weissella","Wohlfahrtiimonas","ZOR0006"
"SRR11825903",0,0,0,0,165,0,0,0,0,1,0,0,11,1,8,0,2,3,0,82,0,65,181,0,7,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,11,0,118,0,3069,0,844,0,0,56,0,0,562,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23,0,0,0,0,0,1118,0,52,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,10,0,0,0,2,144,49,0,0,0,0,1051,0,1,1,0,0,0,0,11,0,0,0,1180,0,0,0,0,0,18,1,0,47,0,2,9,0,0,0,0,0,0,0,0,27,7,0,57,0,0,40,0,3,1,0,106,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,3,0,0,0,4,64,9,0,0,0,0,0,572,0,0,0,0,1,0,0,2,5,0,2,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,25,6,0,559,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,639,9862,0,0,0,0,0,11,0,37,1,0,7,1,0,20,0,6,0,0,2943,2,0,0,0,2,0,0
"SRR11825904",2,0,0,0,17,0,0,0,0,28,0,0,0,121,0,0,0,0,0,7,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,250,21,52,16,299,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,6,0,0,0,0,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,2,0,0,0,104,0,0,0,5,0,8,0,0,0,0,1302,0,0,0,0,0,0,1,7,0,0,0,29,8,0,0,0,0,0,0,0,0,0,0,62,0,3,0,3,0,0,5,0,8,0,0,422,0,0,112,2,0,0,4,3,0,0,6,0,0,0,0,1,3,0,0,19,0,0,6,0,0,0,0,0,0,46,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,12,0,1,0,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,38,0,0,0,7,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,133,3,0,0,0,0,0,0,2,2,0,0,0,0,1,0,56,0,0,19,0,0,0,26,24926,0,0,6,0,0,0,0,14,0,0,0,4,0,0,0,1,0,0,210,24,0,0,0,2,0,0
"SRR11825905",8,0,0,0,89,3,0,2,0,3,4,3,0,2763,0,0,0,0,0,3,0,24,48,0,9091,0,4,74,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,65,67,984,0,0,9,0,1,10,0,0,0,0,0,0,0,0,0,0,0,7892,0,0,0,2,34,0,0,0,0,0,7,0,0,932,0,0,0,0,0,16,0,0,0,0,0,0,1,0,237,9,0,0,19,0,0,0,8,0,0,0,0,0,0,0,0,19,216,0,0,1,0,186,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,8,2,5,0,0,0,269,0,0,0,0,1,11,0,0,0,2,0,0,3,0,1,0,0,0,0,15,24,0,0,0,4,0,0,0,27,0,0,0,72,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,0,0,0,298,0,0,21,0,0,0,7,0,0,0,0,0,0,0,0,96,1,0,0,0,0,0,4,213,0,0,0,43,0,0,0,4,0,0,0,2,0,27,0,9,0,0,962,17,0,0,0,0,0,0
"SRR11825906",0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,1,0,0,1,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,288,0,18325,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,25,0,0,0,0,0,5,0,0,807,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,10,0,1,0,0,52,0,159,19,0,0,0,15,0,0,8,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,79,0,0,2,0,0,2,11,0,0,0,0,0,0,141,0,18,0,0,0,0,0,0,2,30,0,0,0,0,0,745,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,13,8302,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,145,0,0,0,0,14,0,0
"SRR11825907",6,0,0,2,99,0,0,63,0,0,0,0,0,83,0,0,0,0,0,0,0,1,53,0,2463,0,76,0,0,0,0,17,0,0,0,0,73,18,0,0,0,0,0,10,0,419,0,1613,4,1236,0,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,298,0,0,0,0,0,0,0,4,3570,0,0,0,0,0,62,0,2,0,3,0,0,4,0,0,7,0,0,95,9,0,0,6,0,0,0,3,0,0,0,1,0,7153,10,0,0,0,188,0,0,22,0,0,0,0,11,0,0,0,11,0,0,0,0,10,3,16,0,1,0,0,1,0,0,0,0,4,1,23,0,149,0,8,4,0,0,88,0,18,0,9,32,0,0,0,0,0,0,0,301,0,4,0,0,1,0,12,77,0,0,0,17,48,97,0,0,0,0,0,7,1,0,0,0,142,0,0,0,83,0,0,8,64,0,49,0,0,0,0,18,0,66,0,0,0,16,0,4,0,5,0,0,0,12,0,20,0,0,0,0,1,158,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,374,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,37,1058,0,0,0,8,0,0,0,1,0,0,0,183,0,736,0,1171,0,1,1718,1,0,0,0,0,0,0
"SRR11825908",3,0,0,0,54,0,0,0,0,89,1,255,376,125,0,0,0,0,0,0,0,44,5860,0,79,15,73,2,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,1243,0,270,3,1760,3,0,227,0,14976,0,0,0,0,7,0,23,0,2,0,0,0,0,155,0,0,1,65,0,0,0,0,0,1,0,8,3207,0,0,0,0,0,256,0,0,0,0,0,14,11,0,7,3,0,0,117,38,0,0,58,24,0,0,5,0,0,0,41,69,0,0,0,0,0,110,0,1,19,4,0,0,0,36,0,0,0,312,0,0,0,0,5,0,5,0,0,0,9,736,0,0,0,2,0,3,2,0,79,0,2,25,0,0,15,6,9,0,0,163,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,16,7,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,82,27,0,82,0,1,0,36,0,0,0,0,0,1,7,0,4,0,0,0,0,0,1,0,197,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,140,1,0,62,0,0,0,0,1,1,6,0,10,0,1,0,0,0,0,1,0,0,0,12,2553,0,0,0,0,0,0,0,0,0,0,0,118,0,311,8,20,0,0,1583,3,0,0,0,0,0,0
"SRR11825909",0,0,119,0,52,1,0,7,0,47,0,14,0,102,3,0,2,0,0,103,0,15,736,0,7,2,42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,0,207,12,130,0,302,0,0,277,7,63,16,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,91,3,275,0,2,0,2125,0,4,97,0,0,0,0,0,62,0,0,0,4,0,0,0,3,12,1908,0,0,102,0,0,0,0,0,0,0,1138,0,0,0,0,44,397,0,0,0,0,869,0,0,23,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,4,0,19,0,0,18,0,0,389,0,1,0,0,0,26,399,0,7173,0,0,25,54,5,0,0,82,248,0,0,0,0,0,0,9,0,0,0,55,0,0,24,121,0,0,2,1,1,13,0,0,0,0,0,259,0,0,0,0,0,0,0,1,4,0,1,5,25,0,0,0,5,0,0,0,0,19,0,0,0,4,0,1,0,0,0,5,0,0,0,22,0,4,0,0,47,0,3411,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,4,0,0,769,190,1,0,94,0,2,0,0,0,0,0,0,0,0,0,4,8,18,4,0,0,0,0,655,600,0,0,4,0,0,78,0,39,6,0,0,11,0,52,17,4,0,0,3257,122,0,0,0,28,0,2
"SRR11825910",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,120,0,2836,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,19,7,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,2,0,9,0,0,66,0,0,0,0,0,0,0,1,0,0,0,0,0,281,2,4680,21,0,0,0,24,0,35,781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,360,0,0,0,0,0,0
"SRR11825911",0,0,375,0,36,0,0,0,0,0,9,1,52,252,0,0,4,0,0,23,0,22,253,0,7,0,16,0,3,0,24,0,0,0,0,0,19,0,0,0,0,0,0,7,0,54,0,440,8,862,0,0,22,0,6,55,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,668,0,0,19,0,0,0,0,0,187,0,0,0,1,0,0,2,0,741,186,0,0,31,0,0,0,13,0,0,0,6,0,0,0,2,176,310,0,7,0,0,612,0,2,0,3,0,2,18,2,0,0,0,20,0,0,0,0,0,30,4,5,13,0,3,5,0,0,0,1,0,4,0,0,69,103,0,5,0,0,66,4,21,2,2,85,0,0,0,0,0,0,0,11,0,0,0,0,0,0,17,2,0,0,2,8,7,283,0,0,10,0,0,889,0,0,0,0,0,0,0,0,24,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,1,0,0,0,46,0,0,0,2,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,221,112,1,0,106,1,0,0,0,0,0,4,0,1,0,0,0,0,4,0,0,0,0,0,272,11079,0,0,0,0,0,56,0,6,8,0,0,10,0,15,0,1,0,0,1500,82,0,0,0,5,0,0
"SRR11825912",1,0,16,4,19,1,0,0,0,0,0,0,77,61,0,0,5,0,0,0,0,0,5,0,7,0,152,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,898,0,4747,13,157,0,0,4,0,0,3,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,185,0,37,0,0,0,85,0,4,168,0,0,0,0,0,370,0,0,0,0,0,0,105,0,11,615,0,0,58,11,0,0,4,35,0,0,7,0,0,1,3,111,161,0,0,0,0,497,0,0,23,1,0,0,0,6,0,0,0,92,0,0,0,0,0,0,7,0,0,0,0,2,0,0,53,8,0,0,8,0,16,64,2,46,0,0,160,91,48,0,16,60,0,15,4,0,0,0,0,14,0,0,0,1,2,0,0,2,0,0,0,0,0,77,0,0,0,0,0,4,0,0,0,0,38,0,0,0,0,0,1,4,3,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,916,0,0,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6061,0,0,0,0,0,48,0,0,9,0,0,51,0,176,15,256,0,9,1007,66,0,0,0,0,0,0
"SRR11825913",0,2,4,0,12,12,0,0,69,13,13,43,299,4,0,0,0,0,0,0,0,30,0,0,4799,0,251,0,0,0,0,2,0,0,0,0,12,3,0,0,0,0,0,1,0,878,0,4415,5,543,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,298,0,0,0,0,0,14,436,0,0,13,0,0,18,0,18,1236,0,0,0,0,0,206,0,0,0,0,0,0,0,0,30,11,3,0,67,102,0,0,2,12,0,15,0,0,0,0,200,0,1247,2,0,0,0,116,0,0,6,0,0,0,0,3,0,0,0,248,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,4,0,14,0,0,944,0,2,0,0,0,2,1,13,0,1,3,1,0,0,0,0,0,0,75,0,0,0,0,0,0,1,5,0,0,0,20,0,0,0,0,0,0,0,149,0,0,0,0,4,0,0,0,29,0,0,14,186,0,3,0,0,0,0,5,5,102,0,0,0,0,0,2,0,4,0,0,0,0,0,5,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,5,36,0,0,722,0,0,0,0,0,0,0,0,1,1,0,50,0,0,0,0,0,0,0,10,2083,0,0,0,0,0,1,0,3,4,0,0,50,2,367,0,44,0,0,2379,5,0,0,0,0,0,0
"SRR11825914",0,0,0,0,0,0,0,0,0,0,0,0,342,99,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,40364,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,16,0,0,0,0,752,0,0,0,0,6,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,221,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,45,0,0,0,0,0,0
"SRR11825915",0,0,53,0,3,0,0,0,5,18,0,0,2,56,0,8,0,0,0,0,0,16,2,0,0,0,46,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2004,0,11,10,279,0,0,166,0,268,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0,0,0,0,77,107,0,0,0,0,0,146,0,0,0,0,0,0,2,0,1,0,6,0,43,0,0,0,1,0,0,0,12,0,0,0,0,89,3143,0,0,0,0,2047,0,23,37,6,0,0,0,55,0,0,0,95,0,0,0,13,0,0,10,0,0,0,0,0,0,0,1,19,0,0,5,0,8,2,4,1154,0,0,249,10,5,0,27,134,0,7,62,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,4,0,0,74,0,3,0,0,0,0,61,0,0,0,0,0,39,0,0,0,0,0,0,0,246,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,8408,0,0,0,0,0,0,0,0,0,108,0,46,0,6,0,210,0,0,2008,2,0,0,0,1,0,0
"SRR11825916",3,3,0,0,41,0,0,9,0,0,4,0,4,105,0,0,0,0,0,9,0,45,3191,0,606,0,13,0,0,0,0,0,0,0,0,0,370,2,0,0,0,0,0,0,0,228,0,836,5,240,0,0,131,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,40,0,0,285,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,7,0,0,144,0,0,0,14,0,0,0,0,0,0,0,25,286,198,0,0,0,0,2373,0,0,0,1,0,0,0,2,4,0,0,991,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,53,24,0,5,0,0,450,0,0,1,20,57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,3,11,11,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,33,102,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4776,0,0,0,0,0,0,0,1,0,0,58,8,0,30,0,8,0,0,2436,13,0,0,0,0,0,0
"SRR11825917",2,0,1,2,38,1,0,0,0,0,0,6,259,804,0,0,0,0,0,6,0,39,333,0,13,0,27,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,89,0,17,0,1528,0,0,29,0,0,0,0,0,0,0,1,8,0,2,0,0,0,0,0,0,0,0,170,0,0,0,0,0,3,0,0,462,0,0,0,0,3,15,0,2,0,0,0,0,2,0,0,0,0,0,218,0,0,0,1,0,0,0,0,0,0,0,275,0,84,8,0,0,0,96,0,16,99,6,0,5,2,4,0,0,0,16,0,0,0,0,0,1,17,0,0,0,0,3,0,0,35,2,0,0,0,0,3,67,4,10,0,0,7,0,0,0,9,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,29,0,1,1,0,0,0,300,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,849,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,18,15632,0,0,0,0,0,0,0,0,0,0,0,369,0,17,0,81,0,0,1448,0,0,0,0,0,0,0
"SRR11825918",0,0,0,0,365,0,0,0,0,4,0,0,279,25,19,0,0,0,0,125,0,8,1087,0,3,0,486,0,0,1,0,0,2,0,0,0,230,0,0,0,0,0,0,59,0,3738,0,1465,25,831,0,0,176,0,8901,327,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,5,0,0,0,0,0,481,0,2,412,0,9,0,0,0,0,0,0,0,1,0,0,0,0,92,502,2,0,323,0,0,0,39,5,0,0,0,0,0,0,16,534,62,0,0,0,0,1624,0,0,9,0,0,0,0,87,0,0,19,237,14,0,0,0,0,6,16,0,287,0,0,5,0,0,0,10,0,39,2,0,34,14,0,0,0,0,66,18,14,0,0,51,0,0,0,0,11,0,0,12,0,3,0,0,0,0,73,7,0,0,0,0,0,39,0,0,0,0,0,98,0,0,0,0,26,0,0,0,0,0,0,22,10,0,13,0,0,0,0,0,0,282,0,0,0,0,9,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,550,8,0,1,0,0,0,0,34,0,0,0,1,0,0,3,0,3,0,0,0,0,0,785,2194,0,0,0,0,0,15,0,6,0,0,14,13,0,8,34,0,0,0,851,58,0,0,0,0,0,0
"SRR11825919",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,0,1635,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,104,0,0,80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27309,102,0,0,0,0,0,0
"SRR11825920",0,0,204,3,82,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,477,0,17,0,4,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,1,0,31,0,7171,7,2259,0,0,4,4,59,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,4,97,0,0,0,0,0,0,0,1,7649,0,0,0,1,0,29,0,6,0,0,0,0,11,0,4,0,0,0,49,0,0,0,126,4,0,0,0,26,0,0,0,242,3020,46,0,0,0,33,0,0,53,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,56,0,0,0,0,15,0,0,0,0,0,61,0,0,8,0,0,10,0,0,7,5,18,0,0,2,0,0,0,0,0,0,0,2582,0,3,1,0,0,0,129,154,0,4,0,4,0,0,0,245,0,0,0,5,0,0,0,0,0,0,0,1,18,0,4,5,95,0,3,0,1,0,0,2,0,1,0,0,0,0,0,1,0,9,0,8,0,0,2,1216,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,12,0,0,714,0,0,0,0,1,0,0,0,0,339,1,0,0,0,0,0,0,0,0,87,105,0,0,0,0,0,0,11,0,0,0,0,0,0,264,0,7,0,0,1037,1,0,0,0,0,0,0
