sample_id,cohort,ADurb.Bin063-1,Achromobacter,Acidaminococcus,Acidibacter,Acinetobacter,Actinocorallia,Actinomyces,Adhaeribacter,Adlercreutzia,Aeromicrobium,Aeromonas,Afipia,Agathobacter,Agromyces,Ahniella,Akkermansia,Aliihoeflea,Alistipes,Alkalicoccus,Allisonella,Alloprevotella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Altererythrobacter,Ammoniphilus,Anaerobacillus,Anaerococcus,Anaerofilum,Anaerofustis,Anaerostipes,Anaerotruncus,Angelakisella,Aquabacterium,Aquicella,Archangium,Arenimonas,Aridibacter,Asteroleplasma,Atopobium,Azoarcus,BD1-7 clade,BIyi10,Bacillus,Bacteroides,Barnesiella,Bauldia,Bdellovibrio,Bifidobacterium,Bilophila,Blastococcus,Blautia,Bradyrhizobium,Brevundimonas,Bryobacter,Burkholderia-Caballeronia-Paraburkholderia,Butyricicoccus,Butyricimonas,CAG-352,CAG-56,CAG-873,CHKCI002,CL500-29 marine group,Caenimonas,Campylobacter,Candidatus Entotheonella,Candidatus Nitrocosmicus,Candidatus Nitrososphaera,Candidatus Soleaferrea,Candidatus Solibacter,Candidatus Udaeobacter,Castellaniella,Catabacter,Catenibacillus,Catenibacterium,Catenisphaera,Caulobacter,Cellvibrio,Chelativorans,Chitinophaga,Christensenella,Christensenellaceae R-7 group,Chryseobacterium,Chryseolinea,Chthoniobacter,Citricoccus,Citrifermentans,Citrobacter,Cloacibacillus,Clostridium sensu stricto 1,Colidextribacter,Collinsella,Comamonas,Coprobacillus,Coprobacter,Coprococcus,Coriobacteriaceae UCG-003,Corynebacterium,Cupriavidus,Curvibacter,Cutibacterium,DTU089,Dactylosporangium,Defluviitaleaceae UCG-011,Desulfovibrio,Dethiobacter,Dialister,Diaphorobacter,Dielma,Dinghuibacter,Dokdonella,Dongia,Dorea,Edaphobaculum,Eggerthella,Eisenbergiella,Ellin6055,Ellin6067,Elusimicrobium,Enhydrobacter,Enterobacter,Enterococcus,Enterorhabdus,Enteroscipio,Erysipelatoclostridium,Erysipelotrichaceae UCG-003,Erysipelotrichaceae UCG-006,Escherichia-Shigella,Eubacterium,Eubacterium brachy group,Eubacterium eligens group,Eubacterium hallii group,Eubacterium oxidoreducens group,Eubacterium ventriosum group,Ezakiella,Faecalibacterium,Faecalibaculum,Faecalitalea,Family XIII AD3011 group,Family XIII UCG-001,Fenollaria,Ferruginibacter,Finegoldia,Flavisolibacter,Flavitalea,Flavobacterium,Flavonifractor,Fluviicola,Fournierella,Frisingicoccus,Fusicatenibacter,Fusobacterium,GCA-900066575,GCA-900066755,Gaiella,Gemella,Gemmatimonas,Gordonibacter,Granulicatella,HT002,Haemophilus,Haliangium,Halomonas,Harryflintia,Hassallia,Helicobacter,Hirschia,Holdemanella,Holdemania,Howardella,Hungatella,Hyphomicrobium,IS-44,Iamia,Ilumatobacter,Incertae Sedis,Intestinibacter,Intestinimonas,JGI 0001001-H03,Klebsiella,Kribbella,Lachnoclostridium,Lachnospira,Lachnospiraceae FCS020 group,Lachnospiraceae NC2004 group,Lachnospiraceae ND3007 group,Lachnospiraceae NK3A20 group,Lachnospiraceae NK4A136 group,Lachnospiraceae UCG-001,Lachnospiraceae UCG-003,Lachnospiraceae UCG-004,Lachnospiraceae UCG-006,Lachnospiraceae UCG-010,Lacibacter,Lacticaseibacillus,Lactiplantibacillus,Lactobacillus,Lactococcus,Lactonifactor,Lacunisphaera,Latilactobacillus,Lechevalieria,Legionella,Leucobacter,Leuconostoc,Levilactobacillus,Libanicoccus,Ligilactobacillus,Limosilactobacillus,Longimicrobium,Luedemannella,Luteolibacter,Lysinibacillus,Lysobacter,MND1,Marmoricola,Marvinbryantia,Massilia,Megamonas,Megasphaera,Merdibacter,Mesorhizobium,Methanobrevibacter,Methylobacterium-Methylorubrum,Methyloceanibacter,Methylotenera,Methyloversatilis,Microbacterium,Microlunatus,Microvirga,Mitsuokella,Mogibacterium,Monoglobus,Muribaculum,Mycobacterium,NK4A214 group,Nannocystis,Negativibacillus,Nesterenkonia,Niastella,Nitrolancea,Nitrosococcus,Nitrosospira,Nitrospira,Nocardioides,Nonomuraea,Nordella,Novosphingobium,OLB17,OM27 clade,Oceanicaulis,Odoribacter,Ohtaekwangia,Olsenella,Opitutus,Oribacterium,Oscillibacter,Oscillospira,Oxalobacter,P3OB-42,Paenibacillus,Paeniclostridium,Paenisporosarcina,Pajaroellobacter,Paludicola,Pannonibacter,Papillibacter,Parabacteroides,Paracoccus,Paraprevotella,Parapusillimonas,Parasutterella,Parvimonas,Pedobacter,Pedomicrobium,Pelagibacterium,Peptococcus,Peptoniphilus,Peptostreptococcus,Peredibacter,Phascolarctobacterium,Phaselicystis,Phenylobacterium,Phocea,Polaromonas,Polyangium,Polycyclovorans,Pontibacter,Porphyromonas,Prevotella,Prevotella_7,Prevotella_9,Prevotellaceae NK3B31 group,Prevotellaceae UCG-001,Prevotellaceae UCG-003,Pseudenhygromyxa,Pseudoduganella,Pseudoflavonifractor,Pseudolabrys,Pseudomonas,Pseudonocardia,Pseudorhodoplanes,Pseudoxanthomonas,Psychrobacillus,Psychrobacter,Puia,Pyramidobacter,RB41,Ralstonia,Ramlibacter,Raoultibacter,Reyranella,Rhizobacter,Rhizocola,Rhodococcus,Rhodomicrobium,Rhodoplanes,Rikenellaceae RC9 gut group,Romboutsia,Roseburia,Rothia,Rubrobacter,Ruminococcus,Ruminococcus gnavus group,Ruminococcus torques group,SWB02,Salipaludibacillus,Salmonella,Sandaracinus,Sanguibacteroides,Sarcina,Sediminibacterium,Sellimonas,Senegalimassilia,Serratia,Shuttleworthia,Skermanella,Slackia,Sneathia,Solirubrobacter,Solitalea,Solobacterium,Sphingomonas,Sporosarcina,Staphylococcus,Stenotrophobacter,Stenotrophomonas,Steroidobacter,Streptococcus,Streptomyces,Subdoligranulum,Subgroup 10,Succinivibrio,Sulfurifustis,Sumerlaea,Sutterella,TM7x,Taibaiella,Terrimonas,Terrisporobacter,Thermus,Truepera,Tumebacillus,Turicibacter,Tuzzerella,Tyzzerella,UBA1819,UC5-1-2E3,UCG-002,UCG-003,UCG-004,UCG-005,UCG-007,UCG-009,UTCFX1,Undibacterium,V9D2013 group,Veillonella,Vibrionimonas,Vicinamibacter,Victivallis,Virgisporangium,Weissella,Woeseia,YC-ZSS-LKJ147,Z20,[Bacteroides] pectinophilus group,[Clostridium] innocuum group,[Eubacterium] fissicatena group,[Eubacterium] nodatum group,[Eubacterium] ruminantium group,[Eubacterium] siraeum group,[Eubacterium] tenue group,[Eubacterium] xylanophilum group,[Ruminococcus] gauvreauii group,mle1-7,wb1-A12,wb1-P19
SRR11825906,ling2020,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,18325,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,5,0,807,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,52,0,0,159,19,0,0,0,0,0,0,15,0,0,8,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,79,0,2,0,0,2,11,0,0,0,0,0,0,0,0,141,0,18,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,745,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,51,6,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR11825907,ling2020,0,0,0,0,0,0,0,0,1,0,0,0,53,0,0,2463,0,76,0,0,0,0,0,0,0,0,17,0,73,18,0,0,0,0,0,0,0,10,0,0,0,0,419,0,0,0,1613,4,0,1236,0,0,0,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,298,0,0,0,0,0,0,0,0,4,3570,0,0,0,62,0,2,0,0,0,9,0,4,0,0,7,0,0,0,0,0,95,0,6,0,0,0,0,0,3,0,0,0,1,0,0,7153,10,0,0,99,0,0,0,188,0,0,22,0,0,0,0,0,0,0,11,0,0,0,11,0,0,10,0,3,0,16,0,1,1,0,1,0,0,0,0,0,0,4,23,0,0,0,0,149,0,8,0,4,0,88,0,18,0,9,0,32,0,0,0,0,0,0,0,0,301,0,4,0,0,0,0,0,1,0,0,12,77,0,0,0,0,0,0,0,17,0,48,97,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,83,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,64,0,0,49,0,0,0,0,0,0,0,18,0,0,66,0,16,0,4,5,0,0,0,0,12,0,0,20,0,0,0,0,0,0,0,0,1,158,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,374,0,0,11,0,83,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,37,0,1058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183,0,736,0,0,1171,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,63,0,0,0,0,0,0,0
SRR11825908,ling2020,0,0,0,0,0,0,0,0,44,0,0,0,5860,0,0,79,15,73,0,2,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,0,0,0,270,3,0,1760,0,3,0,0,227,0,14976,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,155,0,1,65,0,0,0,0,0,0,0,1,8,3207,0,0,0,256,0,0,0,14,0,38,0,11,7,0,3,0,0,0,0,0,117,0,58,24,0,0,0,0,5,0,0,0,41,69,0,0,0,0,0,54,0,89,0,110,0,1,19,4,0,0,0,0,0,0,36,0,0,0,312,0,0,5,0,0,0,5,0,3,0,0,736,0,0,0,0,0,2,0,2,0,0,0,0,79,0,2,0,25,0,15,6,9,0,0,0,163,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,27,0,0,82,0,0,0,0,0,0,0,0,0,0,0,82,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,1,7,4,0,0,0,1,0,0,197,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,140,1,0,62,376,125,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,311,8,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,255,0,0,0
SRR11825909,ling2020,0,0,2,0,0,0,103,0,15,0,0,0,736,0,0,7,2,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,49,0,0,0,0,207,12,0,0,130,0,0,302,0,0,0,0,277,7,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,91,3,0,0,0,0,275,0,2125,4,97,0,0,0,62,0,0,0,0,0,0,0,0,12,0,1908,0,0,0,0,0,102,0,0,0,0,0,0,0,1138,0,0,0,0,44,0,397,0,0,119,52,0,47,0,869,0,0,23,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18,0,4,0,0,19,0,18,0,0,0,0,389,0,1,0,0,0,0,0,26,399,0,0,7173,0,25,54,5,0,0,0,82,248,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,24,121,0,0,0,0,0,0,0,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,25,0,0,0,0,5,0,0,0,0,0,0,0,0,19,0,4,0,1,0,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,47,0,3411,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,769,190,1,0,94,0,102,0,0,2,0,0,0,0,0,0,0,4,0,8,0,0,0,18,0,0,0,0,0,0,655,0,600,0,0,0,0,4,39,0,0,78,0,0,0,6,0,0,11,0,52,17,0,4,0,0,0,0,0,122,0,0,0,0,28,0,0,0,0,0,0,1,7,0,0,0,14,0,0,0
SRR11825910,ling2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,2836,0,0,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,19,7,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281,2,4680,21,0,0,0,0,0,0,24,0,0,35,781,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR11825911,ling2020,0,0,4,0,0,0,23,0,22,0,0,0,253,0,0,7,0,16,0,0,3,0,0,0,0,24,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,0,54,0,0,0,440,8,0,862,0,0,0,0,22,0,6,55,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,668,0,19,0,0,0,187,0,0,0,0,0,0,0,2,741,0,186,0,0,0,0,0,31,0,13,0,0,0,0,0,6,0,0,0,2,176,0,310,0,0,375,36,0,0,7,612,0,2,0,3,2,0,18,0,0,0,2,0,0,0,20,0,0,0,0,30,0,4,5,4,13,0,5,0,0,0,0,0,1,0,0,0,0,0,0,69,103,0,0,5,0,66,4,21,2,2,0,85,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,8,0,7,283,0,0,0,0,0,0,0,0,0,0,10,0,889,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,221,112,1,0,106,52,252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,272,0,11079,0,0,0,0,0,6,0,0,56,0,0,0,8,0,0,10,0,15,0,0,1,0,0,0,0,0,82,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
SRR11825912,ling2020,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,7,0,152,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,4747,13,0,157,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,37,0,85,4,168,0,0,0,370,0,0,0,0,0,11,0,105,11,0,615,0,0,0,0,0,58,0,4,35,0,0,0,0,7,0,0,0,3,111,0,161,0,0,16,19,0,0,0,497,0,0,23,1,0,0,0,0,0,0,6,0,0,0,92,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,53,8,0,8,0,0,0,0,16,64,2,0,46,0,160,91,48,0,16,0,60,0,15,4,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,916,0,0,2059,77,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6061,0,0,0,0,0,0,0,0,48,0,0,0,9,0,0,51,0,176,15,0,256,0,9,0,0,0,66,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0
SRR11825913,ling2020,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,4799,0,251,0,0,0,0,0,0,0,0,2,0,12,3,0,0,0,0,0,0,0,1,0,0,0,0,878,0,0,0,4415,5,0,543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,298,0,0,0,0,0,14,436,0,0,0,0,0,0,13,18,18,1236,0,0,0,206,0,0,0,0,0,102,0,0,30,0,11,0,3,0,0,0,67,0,2,12,0,0,0,0,0,0,0,0,200,0,0,1247,2,2,4,12,0,13,0,116,0,0,6,0,0,0,0,0,0,0,3,0,0,0,248,0,0,3,0,0,0,0,0,14,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,944,0,2,0,0,0,2,1,13,0,1,0,3,1,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,29,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,186,0,0,3,0,0,0,0,0,0,0,5,0,5,102,0,0,0,2,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,36,0,0,722,299,4,0,0,0,0,0,0,0,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2083,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,50,2,367,0,0,44,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,69,0,13,43,0,0,0
SRR11825914,ling2020,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,40364,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,16,0,0,0,0,0,752,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,221,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,342,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR11825915,ling2020,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0,0,11,10,0,279,0,0,0,0,166,0,268,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,1,0,77,107,0,0,0,146,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,43,0,1,0,0,0,0,0,12,0,0,0,0,89,0,3143,0,0,53,3,0,18,0,2047,0,23,37,6,0,0,0,0,0,0,55,0,0,0,95,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,19,0,5,0,0,0,0,8,2,4,0,1154,0,249,10,5,0,27,0,134,0,7,62,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,74,0,3,0,0,0,0,0,0,0,0,61,0,0,0,39,0,0,0,0,0,0,0,0,246,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,144,2,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,8408,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,46,0,6,0,0,210,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
SRR11825916,ling2020,0,0,0,0,0,0,9,0,45,0,0,0,3191,0,0,606,0,13,0,0,0,0,0,0,0,0,0,0,370,2,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,836,5,0,240,0,0,0,0,131,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,285,0,0,0,191,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,144,0,14,0,0,0,0,0,0,0,0,0,25,286,0,198,0,3,0,41,0,0,0,2373,0,0,0,1,0,0,0,0,0,0,2,0,4,0,991,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,53,24,0,0,5,0,450,0,0,1,20,0,57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,3,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,102,0,0,30,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,4776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58,8,0,30,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,4,0,0,0,0
SRR11825917,ling2020,0,0,0,0,0,0,6,0,39,0,0,0,333,0,0,13,0,27,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,17,0,0,1528,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,3,0,462,0,0,3,15,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,218,0,1,0,0,0,0,0,0,0,0,0,275,0,0,84,8,0,1,38,0,0,0,96,0,16,99,6,5,0,2,0,0,0,4,0,0,0,16,0,0,0,0,1,0,17,0,0,0,0,3,0,0,0,0,35,2,0,0,0,0,0,0,3,67,4,0,10,0,7,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,1,0,0,0,0,0,0,0,0,0,300,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,849,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,44,259,804,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,18,0,15632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,17,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,6,0,0,0
SRR11825918,ling2020,0,0,0,0,0,0,125,0,8,0,0,0,1087,0,0,3,0,486,0,0,0,0,0,0,0,0,0,2,230,0,0,0,0,0,0,0,0,59,0,0,0,0,3738,0,0,0,1465,25,0,831,0,0,0,0,176,0,8901,327,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,481,2,412,0,0,0,0,0,0,0,0,0,0,0,0,92,0,502,0,2,0,0,0,323,0,39,5,0,0,0,0,0,0,0,0,16,534,0,62,0,0,0,365,0,4,0,1624,0,0,9,0,0,0,0,0,0,0,87,0,0,0,237,14,0,0,0,6,0,16,0,39,287,0,5,0,0,0,0,0,10,0,2,0,0,0,0,34,14,0,0,0,0,66,18,14,0,0,0,51,0,0,0,0,11,0,0,0,12,0,3,0,0,0,0,0,0,0,0,73,7,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,282,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,550,8,0,1,279,25,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,785,0,2194,0,0,0,0,0,6,0,0,15,0,0,0,0,0,14,13,0,8,34,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
