sample_id,cohort,ADurb.Bin063-1,Achromobacter,Acidaminococcus,Acidibacter,Acinetobacter,Actinocorallia,Actinomyces,Adhaeribacter,Adlercreutzia,Aeromicrobium,Aeromonas,Afipia,Agathobacter,Agromyces,Ahniella,Akkermansia,Aliihoeflea,Alistipes,Alkalicoccus,Allisonella,Alloprevotella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Altererythrobacter,Ammoniphilus,Anaerobacillus,Anaerococcus,Anaerofilum,Anaerofustis,Anaerostipes,Anaerotruncus,Angelakisella,Aquabacterium,Aquicella,Archangium,Arenimonas,Aridibacter,Asteroleplasma,Atopobium,Azoarcus,BD1-7 clade,BIyi10,Bacillus,Bacteroides,Barnesiella,Bauldia,Bdellovibrio,Bifidobacterium,Bilophila,Blastococcus,Blautia,Bradyrhizobium,Brevundimonas,Bryobacter,Burkholderia-Caballeronia-Paraburkholderia,Butyricicoccus,Butyricimonas,CAG-352,CAG-56,CAG-873,CHKCI002,CL500-29 marine group,Caenimonas,Campylobacter,Candidatus Entotheonella,Candidatus Nitrocosmicus,Candidatus Nitrososphaera,Candidatus Soleaferrea,Candidatus Solibacter,Candidatus Udaeobacter,Castellaniella,Catabacter,Catenibacillus,Catenibacterium,Catenisphaera,Caulobacter,Cellvibrio,Chelativorans,Chitinophaga,Christensenella,Christensenellaceae R-7 group,Chryseobacterium,Chryseolinea,Chthoniobacter,Citricoccus,Citrifermentans,Citrobacter,Cloacibacillus,Clostridium sensu stricto 1,Colidextribacter,Collinsella,Comamonas,Coprobacillus,Coprobacter,Coprococcus,Coriobacteriaceae UCG-003,Corynebacterium,Cupriavidus,Curvibacter,Cutibacterium,DTU089,Dactylosporangium,Defluviitaleaceae UCG-011,Desulfovibrio,Dethiobacter,Dialister,Diaphorobacter,Dielma,Dinghuibacter,Dokdonella,Dongia,Dorea,Edaphobaculum,Eggerthella,Eisenbergiella,Ellin6055,Ellin6067,Elusimicrobium,Enhydrobacter,Enterobacter,Enterococcus,Enterorhabdus,Enteroscipio,Erysipelatoclostridium,Erysipelotrichaceae UCG-003,Erysipelotrichaceae UCG-006,Escherichia-Shigella,Eubacterium,Eubacterium brachy group,Eubacterium eligens group,Eubacterium hallii group,Eubacterium oxidoreducens group,Eubacterium ventriosum group,Ezakiella,Faecalibacterium,Faecalibaculum,Faecalitalea,Family XIII AD3011 group,Family XIII UCG-001,Fenollaria,Ferruginibacter,Finegoldia,Flavisolibacter,Flavitalea,Flavobacterium,Flavonifractor,Fluviicola,Fournierella,Frisingicoccus,Fusicatenibacter,Fusobacterium,GCA-900066575,GCA-900066755,Gaiella,Gemella,Gemmatimonas,Gordonibacter,Granulicatella,HT002,Haemophilus,Haliangium,Halomonas,Harryflintia,Hassallia,Helicobacter,Hirschia,Holdemanella,Holdemania,Howardella,Hungatella,Hyphomicrobium,IS-44,Iamia,Ilumatobacter,Incertae Sedis,Intestinibacter,Intestinimonas,JGI 0001001-H03,Klebsiella,Kribbella,Lachnoclostridium,Lachnospira,Lachnospiraceae FCS020 group,Lachnospiraceae NC2004 group,Lachnospiraceae ND3007 group,Lachnospiraceae NK3A20 group,Lachnospiraceae NK4A136 group,Lachnospiraceae UCG-001,Lachnospiraceae UCG-003,Lachnospiraceae UCG-004,Lachnospiraceae UCG-006,Lachnospiraceae UCG-010,Lacibacter,Lacticaseibacillus,Lactiplantibacillus,Lactobacillus,Lactococcus,Lactonifactor,Lacunisphaera,Latilactobacillus,Lechevalieria,Legionella,Leucobacter,Leuconostoc,Levilactobacillus,Libanicoccus,Ligilactobacillus,Limosilactobacillus,Longimicrobium,Luedemannella,Luteolibacter,Lysinibacillus,Lysobacter,MND1,Marmoricola,Marvinbryantia,Massilia,Megamonas,Megasphaera,Merdibacter,Mesorhizobium,Methanobrevibacter,Methylobacterium-Methylorubrum,Methyloceanibacter,Methylotenera,Methyloversatilis,Microbacterium,Microlunatus,Microvirga,Mitsuokella,Mogibacterium,Monoglobus,Muribaculum,Mycobacterium,NK4A214 group,Nannocystis,Negativibacillus,Nesterenkonia,Niastella,Nitrolancea,Nitrosococcus,Nitrosospira,Nitrospira,Nocardioides,Nonomuraea,Nordella,Novosphingobium,OLB17,OM27 clade,Oceanicaulis,Odoribacter,Ohtaekwangia,Olsenella,Opitutus,Oribacterium,Oscillibacter,Oscillospira,Oxalobacter,P3OB-42,Paenibacillus,Paeniclostridium,Paenisporosarcina,Pajaroellobacter,Paludicola,Pannonibacter,Papillibacter,Parabacteroides,Paracoccus,Paraprevotella,Parapusillimonas,Parasutterella,Parvimonas,Pedobacter,Pedomicrobium,Pelagibacterium,Peptococcus,Peptoniphilus,Peptostreptococcus,Peredibacter,Phascolarctobacterium,Phaselicystis,Phenylobacterium,Phocea,Polaromonas,Polyangium,Polycyclovorans,Pontibacter,Porphyromonas,Prevotella,Prevotella_7,Prevotella_9,Prevotellaceae NK3B31 group,Prevotellaceae UCG-001,Prevotellaceae UCG-003,Pseudenhygromyxa,Pseudoduganella,Pseudoflavonifractor,Pseudolabrys,Pseudomonas,Pseudonocardia,Pseudorhodoplanes,Pseudoxanthomonas,Psychrobacillus,Psychrobacter,Puia,Pyramidobacter,RB41,Ralstonia,Ramlibacter,Raoultibacter,Reyranella,Rhizobacter,Rhizocola,Rhodococcus,Rhodomicrobium,Rhodoplanes,Rikenellaceae RC9 gut group,Romboutsia,Roseburia,Rothia,Rubrobacter,Ruminococcus,Ruminococcus gnavus group,Ruminococcus torques group,SWB02,Salipaludibacillus,Salmonella,Sandaracinus,Sanguibacteroides,Sarcina,Sediminibacterium,Sellimonas,Senegalimassilia,Serratia,Shuttleworthia,Skermanella,Slackia,Sneathia,Solirubrobacter,Solitalea,Solobacterium,Sphingomonas,Sporosarcina,Staphylococcus,Stenotrophobacter,Stenotrophomonas,Steroidobacter,Streptococcus,Streptomyces,Subdoligranulum,Subgroup 10,Succinivibrio,Sulfurifustis,Sumerlaea,Sutterella,TM7x,Taibaiella,Terrimonas,Terrisporobacter,Thermus,Truepera,Tumebacillus,Turicibacter,Tuzzerella,Tyzzerella,UBA1819,UC5-1-2E3,UCG-002,UCG-003,UCG-004,UCG-005,UCG-007,UCG-009,UTCFX1,Undibacterium,V9D2013 group,Veillonella,Vibrionimonas,Vicinamibacter,Victivallis,Virgisporangium,Weissella,Woeseia,YC-ZSS-LKJ147,Z20,[Bacteroides] pectinophilus group,[Clostridium] innocuum group,[Eubacterium] fissicatena group,[Eubacterium] nodatum group,[Eubacterium] ruminantium group,[Eubacterium] siraeum group,[Eubacterium] tenue group,[Eubacterium] xylanophilum group,[Ruminococcus] gauvreauii group,mle1-7,wb1-A12,wb1-P19
SRR18175995,kazakhstan2022,13,0,28,32,12,0,0,31,49,0,67,0,766,8,18,1317,0,717,0,8,76,5,15,0,5,8,5,0,155,14,0,0,12,0,9,11,2,2,0,5,0,14,4553,112,17,8,2241,7,36,1745,7,0,92,1,38,46,566,14,326,0,0,0,0,8,12,31,4,26,20,0,0,0,442,39,15,9,0,0,0,1772,7,30,26,0,0,0,14,9495,89,1708,0,5,2,126,0,10,4,0,0,5,6,3,48,0,202,0,8,12,5,193,308,10,52,51,66,157,0,0,0,1227,11,0,541,1189,0,5002,12,10,46,508,0,50,0,1447,8,0,171,4,10,20,4,30,24,122,7,6,0,0,27,0,47,0,77,0,25,17,0,11,0,147,0,5,10,158,31,237,0,39,37,24,13,41,9,171,592,108,37,16,12,7,61,26,0,26,0,319,0,12,0,0,20,4,27,8,46,29,8,18,1,20,0,0,7,0,8,278,0,9,5,18,0,84,465,0,50,15,0,3,1,3,738,0,9,8,0,3,4,27,5,5,52,11,8,151,4,8,0,46,7,0,24,298,10,4,39,10,49,23,0,27,77,195,31,4,48,16,3,11,14,5,3,0,11,0,0,202,5,37,1,31,0,9,17,0,23,20,0,3,16,19,15,0,0,4,55,8,9,155,2,5,0,1,0,13,7,0,9,39,5,10,33,2,0,12,35,758,0,49,0,16,0,4,0,2,5,147,971,46,1,12,223,25,595,101,0,10,12,1,6,0,0,18,0,0,35,16,0,45,13,3,131,18,0,29,0,221,70,19,758,119,6,0,2,24,1,3,69,0,0,3,1,944,32,5,39,4,1246,30,0,324,0,5,38,0,1,1,0,6,0,8,2,13,26,0,5,20,28,11,29,18,8,17,30,32,0,2
SRR18175996,kazakhstan2022,0,0,14,0,3,0,12,0,52,0,0,0,734,0,0,1,0,1918,0,28,3574,0,0,0,5,2,11,0,412,17,0,0,0,0,0,0,22,0,1,0,0,0,12125,925,0,0,1791,14,0,1485,0,0,0,0,230,29,606,45,18,4,0,0,0,0,0,0,0,0,0,8,0,0,1482,3,0,0,0,0,0,261,0,0,0,0,0,17,0,237,11,2874,0,3,3,240,0,3,0,0,5,13,0,0,27,0,1575,0,0,0,0,1,1259,0,10,8,0,0,14,0,0,58,21,8,52,595,25,284,0,8,380,442,0,46,26,18183,0,0,57,10,1,0,1,0,0,0,74,0,9,7,220,0,31,0,2,4,0,1,0,7,34,0,0,0,0,0,0,310,9,5,107,0,0,0,0,138,40,38,0,5,0,74,210,35,0,46,5,243,0,16,41,0,92,0,0,15,4,24,0,0,6,0,0,0,0,14,0,52,13,0,0,0,0,1,0,0,14,0,9,63,0,0,2,0,0,0,0,0,0,0,34,0,491,0,0,238,0,24,0,0,11,2,0,0,0,0,0,0,0,2,0,45,0,7,0,0,8,4,3,0,0,0,0,0,0,0,0,854,0,130,2,522,1,0,0,0,17,7,0,0,202,0,0,1,0,0,0,0,25,197,4,6891,64,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,267,705,0,0,367,21,214,0,0,0,0,0,1,0,20,40,0,0,1,2,1,0,0,2,0,0,0,0,0,0,478,0,3857,0,2207,0,0,333,1,0,0,0,0,0,0,11,1,3,139,0,1865,116,24,255,2,21,0,0,0,38,0,0,0,0,197,0,0,0,0,0,62,0,296,81,0,26,75,0,0,0
SRR18175997,kazakhstan2022,0,0,1,64,3,1,23,17,38,27,14,2,2592,74,7,4,0,69,0,2,38,7,20,46,0,0,0,1,1072,5,0,0,11,8,28,0,1,7,0,4,28,9,1454,49,28,21,12655,0,12,4839,0,7,130,0,62,11,319,22,0,0,11,0,0,4,7,2,7,37,21,31,0,3,765,234,0,0,0,0,0,2941,0,154,3,0,1,0,0,3800,11,669,0,0,0,267,3,0,0,0,2,4,3,5,23,6,675,6,4,0,77,71,1427,17,13,9,14,38,0,3,0,1295,9,0,18,2983,1,2324,1,40,188,3288,0,97,0,1605,1,0,176,2,1,4,0,0,0,48,19,0,0,0,566,0,0,0,177,0,23,9,0,0,4,49,0,0,16,0,31,536,5,49,4,17,32,38,50,135,2219,24,0,10,13,0,47,40,2,23,0,19,0,6,0,0,9,0,19,138,0,139,0,4,21,4,8,0,0,0,15,1369,0,0,7,7,69,37,122,0,56,0,0,1,0,51,111,0,41,8,0,5,88,40,2,19,252,0,151,85,12,3,0,0,0,0,70,122,46,20,4,0,6,4,0,2,15,371,5,9,1,11,2,4,87,100,24,34,1,0,0,97,3,1,7,16,0,16,67,0,68,0,0,14,5,4,8,0,0,5,6,13,0,3,12,288,0,0,0,33,2,0,32,214,10,5,8,31,0,2,0,48,0,21,1,31,0,7,130,2,12,47,1287,309,2,3,272,15,826,22,0,0,7,0,6,0,11,28,0,16,37,10,0,31,0,77,66,606,7,8,0,115,1781,56,1911,67,8,0,3,6,8,6,19,16,0,6,5,193,6,53,37,4,596,5,0,112,2,1,9,0,0,12,0,0,0,2,0,16,0,1,0,8,26,0,9,12,17,30,133,21,2,0
SRR18175998,kazakhstan2022,9,0,34,33,11,3,0,0,212,7,0,0,1086,0,4,295,0,826,5,12,105,9,14,4,0,0,6,3,2418,37,0,0,2,14,0,0,34,0,4,0,2,2,6670,1498,6,0,8316,53,8,3160,0,0,33,0,176,73,1068,140,0,12,9,2,1,8,0,0,7,30,0,2,0,6,170,17,0,0,0,3,0,1803,0,64,5,0,19,0,2,169,39,1672,0,53,15,196,0,3,3,0,0,13,12,6,230,0,828,0,4,0,0,91,449,2,6,25,17,29,7,0,0,128,8,46,24,1401,0,3476,2,33,193,2521,0,49,5,4299,0,0,206,28,2,1,0,0,4,2,42,0,4,38,300,0,23,2,42,0,17,5,0,0,2,67,0,0,8,0,9,161,4,2,10,13,167,11,9,166,216,67,0,124,6,192,232,82,0,65,18,52,0,2,139,0,104,0,2,3,47,11,0,1,0,0,2,0,0,0,5,408,50,0,20,2,0,31,235,5,55,0,6,143,28,2,7,0,8,0,0,0,11,7,18,10,177,0,0,388,0,53,0,3,13,0,13,198,5,2,33,7,17,2,0,38,2,0,5,0,15,5,14,6,2,0,2,18,2,0,3,511,0,100,0,123,0,0,50,0,35,2,0,0,103,12,4,6,5,0,18,0,3,91,28,776,2,0,0,0,0,0,0,30,3,3,4,0,0,4,1,380,0,20,0,4,0,10,0,7,2,76,248,567,1,4,622,155,405,34,3,2,0,0,147,0,6,6,1,7,18,7,1,11,0,2,36,1,0,10,0,40,495,8,1203,84,867,6,0,368,2,0,19,0,0,0,0,9,0,44,64,9,2679,84,0,880,0,18,37,0,0,18,0,3,0,6,4,0,0,0,0,9,227,7,176,179,4,56,42,44,0,0
SRR18175999,kazakhstan2022,3,27,0,25,546,0,3,9,12,8,67,1,368,13,6,3,0,52,0,9,454,3,33,0,0,0,4,0,430,0,0,0,13,0,23,0,1,0,8,8,6,449,668,13,17,9,1494,1,13,2195,0,68,36,0,134,114,2405,4,2,0,0,2,0,4,0,8,0,14,0,34,0,2,17,0,0,0,0,0,1,905,0,49,2,0,2,191,10,4287,9,479,123,0,0,121,1,0,0,0,0,0,4,7,3,0,1197,4,0,0,15,142,1895,9,5,5,13,29,0,0,0,5449,9,0,8,741,0,18409,5,22,60,1195,4,23,0,1689,0,0,191,5,3,0,0,0,2,23,6,1,4,3,272,0,0,0,61,0,4,6,0,0,6,70,0,0,16,0,26,1912,0,37,30,13,22,11,13,72,706,17,1,178,7,0,38,31,4,21,2,100,0,5,7,1,5,0,2,121,21,99,0,1,30,0,0,0,0,0,0,1078,0,0,18,3,465,43,160,0,74,0,0,0,0,5,16,0,5,3,0,5,6,4,0,5,79,0,10,179,12,11,0,1,1,0,25,253,0,1,38,0,12,8,0,0,10,2,0,16,15,2,0,2,84,57,0,10,2,0,0,233,0,2,5,170,1,4,5,0,15,0,0,0,4,0,5,0,1,2,28,0,1,41,68,3907,1,0,8,5,8,0,7,1162,0,0,9,33,0,0,0,111,0,6,0,2,0,3,2,2,1,169,812,164,1,0,233,15,743,18,0,45,0,0,0,0,0,36,28,0,12,12,0,32,0,637,54,99,0,6,21,71,200,19,1208,37,0,0,0,4,3,0,14,7,0,1,0,105,6,32,19,5,1430,8,0,209,1,0,8,0,0,4,0,3,0,5,0,0,0,0,0,9,14,0,66,11,9,6,80,4,2,0
SRR18176000,kazakhstan2022,6,0,21,14,6,0,7,15,31,3,44,0,1127,4,11,167,0,460,0,5,135,0,5,6,0,2,0,2,652,17,0,0,2,12,0,10,45,0,0,0,0,7,2890,183,3,6,4287,2,14,3693,0,1,66,0,80,34,1967,35,32,0,0,0,0,8,0,3,2,19,8,45,0,7,31,0,2,0,0,0,3,1966,0,11,14,0,0,1,4,3759,105,4921,0,1,2,199,2,2,0,0,0,10,0,10,49,0,1090,5,0,0,0,68,949,1,77,61,15,51,0,1,0,3644,7,0,956,7244,0,20567,17,31,145,1418,0,94,2,2985,13,0,191,10,6,5,2,0,21,17,11,0,0,0,361,0,62,0,27,0,11,23,0,0,4,90,0,7,0,155,23,632,6,42,2,7,11,16,0,215,710,93,20,18,0,6,161,57,0,46,0,453,0,5,6,8,20,0,4,137,0,205,14,0,21,0,0,0,5,0,15,1168,0,0,0,0,0,66,143,0,115,0,0,5,0,0,21,0,0,0,0,7,0,0,7,11,156,14,11,133,7,8,0,19,3,0,19,138,2,2,10,10,25,5,0,7,0,46,11,0,52,4,5,6,3,109,0,4,16,0,0,291,0,0,8,31,1,0,0,0,2,10,0,0,21,5,10,0,3,13,26,0,5,6,4,497,0,0,0,9,10,0,6,37,3,0,15,0,0,9,9,352,0,25,2,9,0,2,1,4,8,70,980,249,0,3,418,59,895,54,0,11,4,1,0,0,1,23,0,7,13,6,0,16,3,77,90,24,1,18,0,102,288,24,1277,66,0,0,0,15,0,0,29,0,0,5,9,287,50,50,63,6,774,26,0,366,0,4,26,0,0,9,0,4,0,12,0,0,24,0,5,9,95,16,13,31,24,21,103,7,1,0
SRR18176001,kazakhstan2022,0,0,9,73,1,1,0,12,24,13,0,0,1834,2,5,2,0,158,0,0,49,4,16,0,0,4,0,0,928,6,0,0,14,14,15,10,2,3,0,0,22,2,2213,44,15,13,3018,5,28,2481,0,0,131,0,53,21,193,2,0,0,5,8,0,8,17,4,1,14,0,28,0,6,578,0,10,0,0,0,1,721,0,37,19,0,0,0,0,559,95,724,0,0,0,331,5,0,0,0,0,10,13,9,13,0,429,7,4,2,0,49,1360,7,4,62,26,64,0,0,0,1743,3,0,1375,885,0,22718,0,23,48,1437,8,32,0,974,11,0,112,9,8,6,0,15,10,4,18,0,0,0,255,0,14,1,77,3,40,10,0,2,5,69,0,0,4,15,12,348,9,15,235,9,40,21,17,69,299,69,15,38,3,13,66,46,2,12,0,16,0,2,1,128,5,0,4,150,0,148,0,0,34,17,0,0,0,0,2,5228,0,0,9,0,0,60,199,7,102,0,0,1,1,0,97,0,2,6,0,8,3,12,1,39,65,13,15,85,9,6,0,14,0,0,24,104,19,10,26,0,65,4,0,10,3,6,16,0,180,1,10,11,9,49,0,5,7,0,0,384,0,2,4,25,1,0,9,0,0,10,0,3,0,5,4,0,0,8,5,5,0,5,12,455,3,0,1,0,0,0,3,26,7,13,6,0,0,7,0,265,0,4,0,5,0,2,3,5,4,100,491,174,0,9,156,70,402,17,0,4,3,0,0,0,4,11,0,10,50,1,4,43,4,53,53,18,2,27,0,77,258,9,986,88,0,6,0,6,2,0,22,0,0,0,10,13,4,51,9,8,584,3,0,118,0,0,17,0,0,12,0,0,0,14,6,0,15,0,0,54,27,2,7,14,12,15,64,2,0,3
SRR18176002,kazakhstan2022,0,0,204,0,0,0,5,0,48,0,0,0,428,0,0,203,0,985,523,56,596,0,0,99,519,2,6,3,947,12,0,0,0,0,0,0,47,2,34,0,0,88,4503,332,0,4,4098,11,0,1750,0,0,0,0,109,27,713,43,234,1,5,0,0,0,0,0,2,0,0,8,0,4,1652,96,0,0,0,0,9,783,0,0,4,0,0,31,10,974,44,727,19,10,0,227,3,4,0,0,0,16,1,3,236,343,494,0,12,0,0,0,664,0,10,59,0,0,30,0,0,373,18,14,11,1449,5,2963,3,17,154,793,0,40,1,5073,0,0,126,10,3,0,10,0,0,0,105,0,5,6,131,2,13,0,0,10,0,2,0,0,51,5,36,0,0,9,0,547,3,2,157,0,0,22,0,99,70,66,0,74,0,60,96,37,0,43,6,113,0,5,64,0,7,0,9,33,22,106,0,0,0,0,0,0,0,17,28,99,9,0,0,0,0,0,5,0,23,0,18,156,0,0,477,0,2,0,0,0,0,0,88,22,172,0,0,449,0,25,0,0,549,131,0,115,0,0,0,0,0,0,0,21,0,145,0,0,17,5,8,0,0,5,0,0,3,0,1,483,0,28,0,39,0,0,0,0,216,13,3,3,141,0,0,4,0,5,0,0,0,6,0,497,8,3,2,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,83,444,798,16,1,531,20,546,0,613,4,0,2,0,0,0,57,0,0,4,19,0,0,0,15,0,0,2,0,0,2,4232,0,1504,51,796,0,6,273,3,0,0,0,0,50,0,98,1,15,115,6,2306,79,43,427,0,9,0,0,0,108,0,0,0,0,202,0,3,0,12,19,40,0,47,95,0,39,28,0,29,0
SRR18176003,kazakhstan2022,0,0,17,0,3,0,6,0,45,0,1,0,1109,0,0,303,0,1811,3,5,670,0,0,2,7,0,9,0,523,27,5,0,0,0,0,0,22,0,0,0,0,10,16166,1028,0,0,3205,24,0,2020,0,0,0,0,287,58,1518,172,32,0,0,0,0,0,0,0,2,0,0,6,0,2,201,13,0,0,0,0,7,691,0,0,0,0,0,402,0,222,138,196,0,8,2,181,0,0,0,0,0,18,0,3,158,2,337,0,2,0,0,0,496,0,31,28,0,0,12,0,0,305,53,13,54,635,1,2561,1,12,609,490,15,35,0,7424,211,0,90,21,0,0,1,0,0,0,113,0,32,7,245,0,4,3,0,4,0,31,0,512,104,0,0,0,0,0,0,343,0,13,198,0,0,2,0,134,53,41,0,109,0,222,288,63,0,119,8,463,0,10,29,4,110,0,16,24,1509,221,0,0,0,0,0,0,0,26,5,477,1,0,0,0,0,0,7,0,23,0,186,89,9,0,2,0,2,0,0,0,0,0,21,3,132,32,0,352,0,77,0,0,7,0,0,2,0,0,0,0,0,0,0,62,0,16,0,0,13,17,6,0,0,2,0,0,5,0,0,1523,0,173,0,100,0,0,0,0,30,0,0,0,172,0,0,8,0,0,0,0,0,14,9,1972,48,24,0,0,0,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,84,163,1371,2,0,389,116,509,0,0,5,0,4,10,0,8,24,0,0,0,6,0,0,0,0,0,0,0,0,0,0,867,0,879,0,901,0,0,327,0,0,0,0,0,0,0,111,2,42,192,4,1287,115,0,654,0,20,0,0,1,331,0,0,0,0,111,0,0,0,0,14,52,0,93,182,8,63,82,0,0,0
SRR18176004,kazakhstan2022,0,0,83,0,9,0,6,0,42,0,0,0,673,0,0,1956,0,454,540,24,173,0,0,84,593,8,3,4,1761,14,0,0,0,0,0,0,62,5,23,0,0,184,6592,262,0,5,3854,36,0,2390,0,0,0,0,86,35,1284,74,41,2,5,0,2,0,0,0,7,6,0,1,0,5,618,30,0,0,0,0,2,1257,0,0,6,0,0,1,13,874,46,320,7,10,6,232,1,6,0,0,2,3,0,7,315,298,940,0,19,0,0,0,664,0,4,122,0,0,13,0,0,563,10,6,20,3521,0,2054,5,41,160,1371,0,78,4,2593,0,0,162,30,3,0,7,0,0,0,30,0,10,8,234,0,29,2,6,8,0,0,0,6,21,17,44,0,0,1,0,365,5,0,9,0,0,26,0,66,167,53,0,147,0,89,166,48,0,54,0,63,0,0,26,0,47,0,7,4,6,24,0,0,1,0,0,0,0,0,6,358,8,0,0,0,0,0,6,0,39,0,7,136,14,0,1742,0,0,0,0,0,0,0,26,34,160,0,0,440,0,12,0,0,585,114,0,109,0,0,0,0,0,8,0,32,0,25,0,0,16,8,8,0,0,0,0,0,5,0,3,493,0,114,0,13,0,0,0,0,201,18,3,0,171,0,0,1,0,0,5,0,3,42,13,890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,173,649,588,8,0,566,109,684,0,638,4,0,5,15,0,2,20,0,10,0,17,0,0,0,23,0,0,0,0,0,0,1519,0,954,47,154,0,4,350,0,0,0,0,0,52,1,45,0,45,67,0,2986,68,42,651,6,7,0,0,2,43,0,0,0,0,110,0,0,0,12,12,76,4,115,64,8,51,39,0,32,0
SRR18176005,kazakhstan2022,6,2,0,103,8,11,6,21,39,16,2,0,4141,17,30,18,0,204,0,1,107,18,37,0,0,0,7,3,859,2,0,0,17,8,21,13,3,2,8,3,2,6,2660,151,18,2,13941,0,44,4020,0,13,112,0,145,10,416,14,0,0,20,11,0,11,0,1,2,21,3,662,0,4,8,0,8,12,0,2,0,4936,0,90,20,0,11,2,0,1219,28,601,6,0,0,351,0,0,3,0,0,5,26,2,6,0,925,43,1,6,0,228,1363,12,18,9,90,114,0,8,0,1255,4,0,24,1245,6,3354,5,42,432,1888,0,145,6,8738,6,0,135,18,5,6,0,11,8,7,15,0,0,0,563,0,16,3,216,4,25,7,0,3,7,170,0,0,11,4,21,351,3,21,1,35,79,27,33,240,808,10,11,18,5,5,324,30,0,14,0,298,0,17,3,23,13,1,4,147,15,144,0,0,26,17,3,0,0,0,0,1783,0,7,24,16,6,350,431,11,92,9,0,2,0,4,1,0,7,5,0,12,12,18,2,13,139,6,36,81,22,4,0,16,1,0,23,229,20,0,55,4,63,16,0,8,19,11,28,0,29,0,4,7,22,89,7,5,0,0,2,298,5,4,121,72,2,6,46,0,3,1,0,4,1,17,12,0,0,6,37,3,2,19,13,639,82,0,0,5,4,0,8,337,15,6,35,5,0,0,0,261,0,41,0,19,3,24,0,20,5,79,975,1220,0,0,751,28,629,45,0,5,9,0,0,0,0,17,3,2,44,4,0,67,5,77,160,4,0,18,0,184,715,32,2735,112,0,3,2,11,2,0,41,0,0,0,5,49,3,52,20,5,1236,1,0,135,5,3,56,0,0,29,0,0,0,14,0,7,4,0,0,5,28,0,11,44,17,88,110,32,4,9
SRR18176006,kazakhstan2022,0,0,2,93,0,3,27,63,27,18,17,0,615,11,21,202,0,373,0,6,448,3,45,0,0,63,6,0,781,15,0,0,7,7,33,7,1,2,5,0,15,6,3029,40,24,7,2033,9,90,4975,0,11,150,2,53,18,117,37,19,3,14,22,0,7,31,12,2,24,35,0,0,1,529,33,29,10,0,5,1,625,0,44,43,0,0,0,3,2096,124,738,0,0,0,193,0,45,0,0,0,0,10,4,52,0,208,0,0,5,166,240,687,66,4,18,119,230,0,0,0,6750,10,0,38,223,0,451,3,8,3,1929,0,23,0,704,4,0,149,9,4,27,35,15,28,112,6,0,0,1,413,0,45,0,173,10,98,10,0,82,1,166,0,0,14,53,45,27,0,15,43,24,12,73,32,75,741,63,21,5,11,4,31,54,0,20,0,266,0,2,0,85,7,0,21,19,235,81,1,10,0,26,0,0,5,0,32,1595,4,14,11,37,0,343,553,7,72,21,0,1,3,10,64,0,0,4,0,16,7,34,3,4,153,58,23,99,8,4,0,17,0,0,72,246,53,3,31,25,96,15,0,53,88,101,34,3,53,8,2,4,8,0,0,28,0,0,0,117,3,33,0,23,0,7,20,0,12,76,0,0,3,7,29,0,8,19,31,16,4,173,2,42,20,0,0,3,2,0,15,44,21,10,19,5,3,4,4,630,0,47,3,21,0,8,0,2,16,161,2760,259,5,16,262,12,479,61,0,0,3,0,0,0,1,164,0,3,48,6,0,85,11,3,207,0,0,43,0,162,354,33,833,156,0,0,0,13,4,2,63,0,0,8,0,401,18,118,10,0,654,5,0,115,0,6,16,0,0,0,0,9,0,8,3,52,16,0,2,18,3,11,32,65,8,44,193,8,0,5
