experiment,split_id,genus
within_cohort_ling2020,outer_fold_8,Dorea
within_cohort_ling2020,outer_fold_8,Eggerthella
within_cohort_ling2020,outer_fold_8,Eisenbergiella
within_cohort_ling2020,outer_fold_8,Enterobacter
within_cohort_ling2020,outer_fold_8,Enterococcus
within_cohort_ling2020,outer_fold_8,Erysipelatoclostridium
within_cohort_ling2020,outer_fold_8,Erysipelotrichaceae UCG-003
within_cohort_ling2020,outer_fold_8,Escherichia-Shigella
within_cohort_ling2020,outer_fold_8,Eubacterium
within_cohort_ling2020,outer_fold_8,Eubacterium eligens group
within_cohort_ling2020,outer_fold_8,Eubacterium hallii group
within_cohort_ling2020,outer_fold_8,Eubacterium ventriosum group
within_cohort_ling2020,outer_fold_8,Faecalibacterium
within_cohort_ling2020,outer_fold_8,Faecalitalea
within_cohort_ling2020,outer_fold_8,Family XIII AD3011 group
within_cohort_ling2020,outer_fold_8,Family XIII UCG-001
within_cohort_ling2020,outer_fold_8,Flavonifractor
within_cohort_ling2020,outer_fold_8,Fusicatenibacter
within_cohort_ling2020,outer_fold_8,Fusobacterium
within_cohort_ling2020,outer_fold_8,Gemella
within_cohort_ling2020,outer_fold_8,Gordonibacter
within_cohort_ling2020,outer_fold_8,Haemophilus
within_cohort_ling2020,outer_fold_8,Halomonas
within_cohort_ling2020,outer_fold_8,Holdemania
within_cohort_ling2020,outer_fold_8,Hungatella
within_cohort_ling2020,outer_fold_8,Incertae Sedis
within_cohort_ling2020,outer_fold_8,Intestinibacter
within_cohort_ling2020,outer_fold_8,Intestinimonas
within_cohort_ling2020,outer_fold_8,Klebsiella
within_cohort_ling2020,outer_fold_8,Lachnoclostridium
within_cohort_ling2020,outer_fold_8,Lachnospira
within_cohort_ling2020,outer_fold_8,Lachnospiraceae FCS020 group
within_cohort_ling2020,outer_fold_8,Lachnospiraceae ND3007 group
within_cohort_ling2020,outer_fold_8,Lachnospiraceae NK4A136 group
within_cohort_ling2020,outer_fold_8,Lachnospiraceae UCG-001
within_cohort_ling2020,outer_fold_8,Lachnospiraceae UCG-004
within_cohort_ling2020,outer_fold_8,Lachnospiraceae UCG-010
within_cohort_ling2020,outer_fold_8,Lactobacillus
within_cohort_ling2020,outer_fold_8,Lactococcus
within_cohort_ling2020,outer_fold_8,Lactonifactor
within_cohort_ling2020,outer_fold_8,Leuconostoc
within_cohort_ling2020,outer_fold_8,Ligilactobacillus
within_cohort_ling2020,outer_fold_8,Limosilactobacillus
within_cohort_ling2020,outer_fold_8,Marvinbryantia
within_cohort_ling2020,outer_fold_8,Megamonas
within_cohort_ling2020,outer_fold_8,Megasphaera
within_cohort_ling2020,outer_fold_8,Methanobrevibacter
within_cohort_ling2020,outer_fold_8,Monoglobus
within_cohort_ling2020,outer_fold_8,NK4A214 group
within_cohort_ling2020,outer_fold_8,Negativibacillus
within_cohort_ling2020,outer_fold_8,Nesterenkonia
within_cohort_ling2020,outer_fold_8,Oceanicaulis
within_cohort_ling2020,outer_fold_8,Odoribacter
within_cohort_ling2020,outer_fold_8,Olsenella
within_cohort_ling2020,outer_fold_8,Oscillibacter
within_cohort_ling2020,outer_fold_8,Paludicola
within_cohort_ling2020,outer_fold_8,Parabacteroides
within_cohort_ling2020,outer_fold_8,Paraprevotella
within_cohort_ling2020,outer_fold_8,Parasutterella
within_cohort_ling2020,outer_fold_8,Pelagibacterium
within_cohort_ling2020,outer_fold_8,Peptoniphilus
within_cohort_ling2020,outer_fold_8,Phascolarctobacterium
within_cohort_ling2020,outer_fold_8,Porphyromonas
within_cohort_ling2020,outer_fold_8,Prevotella
within_cohort_ling2020,outer_fold_8,Prevotella_9
within_cohort_ling2020,outer_fold_8,Raoultibacter
within_cohort_ling2020,outer_fold_8,Romboutsia
within_cohort_ling2020,outer_fold_8,Roseburia
within_cohort_ling2020,outer_fold_8,Rothia
within_cohort_ling2020,outer_fold_8,Ruminococcus
within_cohort_ling2020,outer_fold_8,Ruminococcus gnavus group
within_cohort_ling2020,outer_fold_8,Ruminococcus torques group
within_cohort_ling2020,outer_fold_8,Sellimonas
within_cohort_ling2020,outer_fold_8,Solobacterium
within_cohort_ling2020,outer_fold_8,Streptococcus
within_cohort_ling2020,outer_fold_8,Subdoligranulum
within_cohort_ling2020,outer_fold_8,Sutterella
within_cohort_ling2020,outer_fold_8,TM7x
within_cohort_ling2020,outer_fold_8,Terrisporobacter
within_cohort_ling2020,outer_fold_8,Turicibacter
within_cohort_ling2020,outer_fold_8,Tuzzerella
within_cohort_ling2020,outer_fold_8,UBA1819
within_cohort_ling2020,outer_fold_8,UCG-002
within_cohort_ling2020,outer_fold_8,UCG-003
within_cohort_ling2020,outer_fold_8,UCG-005
within_cohort_ling2020,outer_fold_8,Veillonella
within_cohort_ling2020,outer_fold_8,Weissella
within_cohort_ling2020,outer_fold_8,[Clostridium] innocuum group
within_cohort_ling2020,outer_fold_8,[Eubacterium] fissicatena group
within_cohort_ling2020,outer_fold_8,[Eubacterium] nodatum group
within_cohort_ling2020,outer_fold_8,[Eubacterium] ruminantium group
within_cohort_ling2020,outer_fold_8,[Ruminococcus] gauvreauii group
within_cohort_ling2020,outer_fold_9,Acidaminococcus
within_cohort_ling2020,outer_fold_9,Actinomyces
within_cohort_ling2020,outer_fold_9,Adlercreutzia
within_cohort_ling2020,outer_fold_9,Agathobacter
within_cohort_ling2020,outer_fold_9,Akkermansia
within_cohort_ling2020,outer_fold_9,Alistipes
within_cohort_ling2020,outer_fold_9,Allisonella
within_cohort_ling2020,outer_fold_9,Anaerostipes
within_cohort_ling2020,outer_fold_9,Anaerotruncus
within_cohort_ling2020,outer_fold_9,Atopobium
within_cohort_ling2020,outer_fold_9,Bacteroides
within_cohort_ling2020,outer_fold_9,Barnesiella
within_cohort_ling2020,outer_fold_9,Bifidobacterium
within_cohort_ling2020,outer_fold_9,Bilophila
within_cohort_ling2020,outer_fold_9,Blautia
within_cohort_ling2020,outer_fold_9,Butyricicoccus
within_cohort_ling2020,outer_fold_9,Butyricimonas
within_cohort_ling2020,outer_fold_9,CAG-352
within_cohort_ling2020,outer_fold_9,CAG-56
within_cohort_ling2020,outer_fold_9,Candidatus Soleaferrea
within_cohort_ling2020,outer_fold_9,Catabacter
within_cohort_ling2020,outer_fold_9,Chelativorans
within_cohort_ling2020,outer_fold_9,Christensenella
within_cohort_ling2020,outer_fold_9,Christensenellaceae R-7 group
within_cohort_ling2020,outer_fold_9,Citrobacter
within_cohort_ling2020,outer_fold_9,Clostridium sensu stricto 1
within_cohort_ling2020,outer_fold_9,Colidextribacter
within_cohort_ling2020,outer_fold_9,Collinsella
within_cohort_ling2020,outer_fold_9,Coprobacillus
within_cohort_ling2020,outer_fold_9,Coprococcus
within_cohort_ling2020,outer_fold_9,Corynebacterium
within_cohort_ling2020,outer_fold_9,DTU089
within_cohort_ling2020,outer_fold_9,Defluviitaleaceae UCG-011
within_cohort_ling2020,outer_fold_9,Desulfovibrio
within_cohort_ling2020,outer_fold_9,Dialister
within_cohort_ling2020,outer_fold_9,Dorea
within_cohort_ling2020,outer_fold_9,Eggerthella
within_cohort_ling2020,outer_fold_9,Eisenbergiella
within_cohort_ling2020,outer_fold_9,Enterobacter
within_cohort_ling2020,outer_fold_9,Enterococcus
within_cohort_ling2020,outer_fold_9,Erysipelatoclostridium
within_cohort_ling2020,outer_fold_9,Erysipelotrichaceae UCG-003
within_cohort_ling2020,outer_fold_9,Escherichia-Shigella
within_cohort_ling2020,outer_fold_9,Eubacterium
within_cohort_ling2020,outer_fold_9,Eubacterium eligens group
within_cohort_ling2020,outer_fold_9,Eubacterium hallii group
within_cohort_ling2020,outer_fold_9,Eubacterium ventriosum group
within_cohort_ling2020,outer_fold_9,Faecalibacterium
within_cohort_ling2020,outer_fold_9,Faecalitalea
within_cohort_ling2020,outer_fold_9,Family XIII AD3011 group
within_cohort_ling2020,outer_fold_9,Family XIII UCG-001
within_cohort_ling2020,outer_fold_9,Flavonifractor
within_cohort_ling2020,outer_fold_9,Fusicatenibacter
within_cohort_ling2020,outer_fold_9,Fusobacterium
within_cohort_ling2020,outer_fold_9,Gemella
within_cohort_ling2020,outer_fold_9,Gordonibacter
within_cohort_ling2020,outer_fold_9,Haemophilus
within_cohort_ling2020,outer_fold_9,Halomonas
within_cohort_ling2020,outer_fold_9,Holdemania
within_cohort_ling2020,outer_fold_9,Hungatella
within_cohort_ling2020,outer_fold_9,Incertae Sedis
within_cohort_ling2020,outer_fold_9,Intestinibacter
within_cohort_ling2020,outer_fold_9,Intestinimonas
within_cohort_ling2020,outer_fold_9,Klebsiella
within_cohort_ling2020,outer_fold_9,Lachnoclostridium
within_cohort_ling2020,outer_fold_9,Lachnospira
within_cohort_ling2020,outer_fold_9,Lachnospiraceae FCS020 group
within_cohort_ling2020,outer_fold_9,Lachnospiraceae ND3007 group
within_cohort_ling2020,outer_fold_9,Lachnospiraceae NK4A136 group
within_cohort_ling2020,outer_fold_9,Lachnospiraceae UCG-001
within_cohort_ling2020,outer_fold_9,Lachnospiraceae UCG-004
within_cohort_ling2020,outer_fold_9,Lachnospiraceae UCG-010
within_cohort_ling2020,outer_fold_9,Lactobacillus
within_cohort_ling2020,outer_fold_9,Lactonifactor
within_cohort_ling2020,outer_fold_9,Leuconostoc
within_cohort_ling2020,outer_fold_9,Ligilactobacillus
within_cohort_ling2020,outer_fold_9,Limosilactobacillus
within_cohort_ling2020,outer_fold_9,Marvinbryantia
within_cohort_ling2020,outer_fold_9,Megamonas
within_cohort_ling2020,outer_fold_9,Megasphaera
within_cohort_ling2020,outer_fold_9,Methanobrevibacter
within_cohort_ling2020,outer_fold_9,Monoglobus
within_cohort_ling2020,outer_fold_9,NK4A214 group
within_cohort_ling2020,outer_fold_9,Negativibacillus
within_cohort_ling2020,outer_fold_9,Nesterenkonia
within_cohort_ling2020,outer_fold_9,Oceanicaulis
within_cohort_ling2020,outer_fold_9,Odoribacter
within_cohort_ling2020,outer_fold_9,Olsenella
within_cohort_ling2020,outer_fold_9,Oscillibacter
within_cohort_ling2020,outer_fold_9,Paludicola
within_cohort_ling2020,outer_fold_9,Parabacteroides
within_cohort_ling2020,outer_fold_9,Paraprevotella
within_cohort_ling2020,outer_fold_9,Parasutterella
within_cohort_ling2020,outer_fold_9,Pelagibacterium
within_cohort_ling2020,outer_fold_9,Peptoniphilus
within_cohort_ling2020,outer_fold_9,Phascolarctobacterium
within_cohort_ling2020,outer_fold_9,Porphyromonas
within_cohort_ling2020,outer_fold_9,Prevotella
within_cohort_ling2020,outer_fold_9,Prevotella_9
within_cohort_ling2020,outer_fold_9,Raoultibacter
within_cohort_ling2020,outer_fold_9,Romboutsia
within_cohort_ling2020,outer_fold_9,Roseburia
within_cohort_ling2020,outer_fold_9,Rothia
within_cohort_ling2020,outer_fold_9,Ruminococcus
within_cohort_ling2020,outer_fold_9,Ruminococcus gnavus group
within_cohort_ling2020,outer_fold_9,Ruminococcus torques group
within_cohort_ling2020,outer_fold_9,Sellimonas
within_cohort_ling2020,outer_fold_9,Solobacterium
within_cohort_ling2020,outer_fold_9,Streptococcus
within_cohort_ling2020,outer_fold_9,Subdoligranulum
within_cohort_ling2020,outer_fold_9,Sutterella
within_cohort_ling2020,outer_fold_9,TM7x
within_cohort_ling2020,outer_fold_9,Terrisporobacter
within_cohort_ling2020,outer_fold_9,Turicibacter
within_cohort_ling2020,outer_fold_9,Tuzzerella
within_cohort_ling2020,outer_fold_9,UBA1819
within_cohort_ling2020,outer_fold_9,UCG-002
within_cohort_ling2020,outer_fold_9,UCG-003
within_cohort_ling2020,outer_fold_9,UCG-005
within_cohort_ling2020,outer_fold_9,Veillonella
within_cohort_ling2020,outer_fold_9,Weissella
within_cohort_ling2020,outer_fold_9,[Clostridium] innocuum group
within_cohort_ling2020,outer_fold_9,[Eubacterium] fissicatena group
within_cohort_ling2020,outer_fold_9,[Eubacterium] nodatum group
within_cohort_ling2020,outer_fold_9,[Eubacterium] ruminantium group
within_cohort_ling2020,outer_fold_9,[Ruminococcus] gauvreauii group
within_cohort_shanghai2022,outer_fold_0,Abiotrophia
within_cohort_shanghai2022,outer_fold_0,Actinomyces
within_cohort_shanghai2022,outer_fold_0,Adlercreutzia
within_cohort_shanghai2022,outer_fold_0,Agathobacter
within_cohort_shanghai2022,outer_fold_0,Akkermansia
within_cohort_shanghai2022,outer_fold_0,Aliihoeflea
within_cohort_shanghai2022,outer_fold_0,Alistipes
within_cohort_shanghai2022,outer_fold_0,Allisonella
within_cohort_shanghai2022,outer_fold_0,Anaerostipes
within_cohort_shanghai2022,outer_fold_0,Anaerotruncus
within_cohort_shanghai2022,outer_fold_0,Atopobium
within_cohort_shanghai2022,outer_fold_0,Bacteroides
within_cohort_shanghai2022,outer_fold_0,Barnesiella
within_cohort_shanghai2022,outer_fold_0,Bifidobacterium
within_cohort_shanghai2022,outer_fold_0,Bilophila
within_cohort_shanghai2022,outer_fold_0,Blautia
within_cohort_shanghai2022,outer_fold_0,Butyricicoccus
within_cohort_shanghai2022,outer_fold_0,Butyricimonas
within_cohort_shanghai2022,outer_fold_0,CAG-352
within_cohort_shanghai2022,outer_fold_0,CAG-56
within_cohort_shanghai2022,outer_fold_0,Catabacter
within_cohort_shanghai2022,outer_fold_0,Christensenella
within_cohort_shanghai2022,outer_fold_0,Christensenellaceae R-7 group
within_cohort_shanghai2022,outer_fold_0,Clostridium sensu stricto 1
within_cohort_shanghai2022,outer_fold_0,Colidextribacter
within_cohort_shanghai2022,outer_fold_0,Collinsella
within_cohort_shanghai2022,outer_fold_0,Coprococcus
within_cohort_shanghai2022,outer_fold_0,DTU089
within_cohort_shanghai2022,outer_fold_0,Desulfovibrio
within_cohort_shanghai2022,outer_fold_0,Dialister
within_cohort_shanghai2022,outer_fold_0,Dorea
within_cohort_shanghai2022,outer_fold_0,Eggerthella
within_cohort_shanghai2022,outer_fold_0,Eisenbergiella
within_cohort_shanghai2022,outer_fold_0,Enterobacter
within_cohort_shanghai2022,outer_fold_0,Enterococcus
within_cohort_shanghai2022,outer_fold_0,Erysipelatoclostridium
within_cohort_shanghai2022,outer_fold_0,Erysipelotrichaceae UCG-003
within_cohort_shanghai2022,outer_fold_0,Escherichia-Shigella
within_cohort_shanghai2022,outer_fold_0,Eubacterium brachy group
within_cohort_shanghai2022,outer_fold_0,Eubacterium eligens group
within_cohort_shanghai2022,outer_fold_0,Eubacterium hallii group
within_cohort_shanghai2022,outer_fold_0,Eubacterium ventriosum group
within_cohort_shanghai2022,outer_fold_0,Faecalibacterium
within_cohort_shanghai2022,outer_fold_0,Faecalitalea
within_cohort_shanghai2022,outer_fold_0,Family XIII AD3011 group
within_cohort_shanghai2022,outer_fold_0,Family XIII UCG-001
within_cohort_shanghai2022,outer_fold_0,Flavonifractor
within_cohort_shanghai2022,outer_fold_0,Frisingicoccus
within_cohort_shanghai2022,outer_fold_0,Fusicatenibacter
within_cohort_shanghai2022,outer_fold_0,Fusobacterium
within_cohort_shanghai2022,outer_fold_0,Gemella
within_cohort_shanghai2022,outer_fold_0,Gordonibacter
within_cohort_shanghai2022,outer_fold_0,Granulicatella
within_cohort_shanghai2022,outer_fold_0,Haemophilus
within_cohort_shanghai2022,outer_fold_0,Halomonas
within_cohort_shanghai2022,outer_fold_0,Holdemania
within_cohort_shanghai2022,outer_fold_0,Hungatella
within_cohort_shanghai2022,outer_fold_0,Incertae Sedis
within_cohort_shanghai2022,outer_fold_0,Intestinibacter
within_cohort_shanghai2022,outer_fold_0,Intestinimonas
within_cohort_shanghai2022,outer_fold_0,Klebsiella
within_cohort_shanghai2022,outer_fold_0,Lachnoclostridium
within_cohort_shanghai2022,outer_fold_0,Lachnospira
within_cohort_shanghai2022,outer_fold_0,Lachnospiraceae ND3007 group
within_cohort_shanghai2022,outer_fold_0,Lachnospiraceae NK4A136 group
within_cohort_shanghai2022,outer_fold_0,Lachnospiraceae UCG-001
within_cohort_shanghai2022,outer_fold_0,Lachnospiraceae UCG-004
within_cohort_shanghai2022,outer_fold_0,Lachnospiraceae UCG-010
within_cohort_shanghai2022,outer_fold_0,Lactobacillus
within_cohort_shanghai2022,outer_fold_0,Ligilactobacillus
within_cohort_shanghai2022,outer_fold_0,Limosilactobacillus
within_cohort_shanghai2022,outer_fold_0,Marvinbryantia
within_cohort_shanghai2022,outer_fold_0,Megamonas
within_cohort_shanghai2022,outer_fold_0,Megasphaera
within_cohort_shanghai2022,outer_fold_0,Mogibacterium
within_cohort_shanghai2022,outer_fold_0,Monoglobus
within_cohort_shanghai2022,outer_fold_0,NK4A214 group
within_cohort_shanghai2022,outer_fold_0,Negativibacillus
within_cohort_shanghai2022,outer_fold_0,Odoribacter
within_cohort_shanghai2022,outer_fold_0,Oscillibacter
within_cohort_shanghai2022,outer_fold_0,Oxalobacter
within_cohort_shanghai2022,outer_fold_0,Parabacteroides
within_cohort_shanghai2022,outer_fold_0,Paraprevotella
within_cohort_shanghai2022,outer_fold_0,Parasutterella
within_cohort_shanghai2022,outer_fold_0,Pelagibacterium
within_cohort_shanghai2022,outer_fold_0,Phascolarctobacterium
within_cohort_shanghai2022,outer_fold_0,Phocea
within_cohort_shanghai2022,outer_fold_0,Prevotella
within_cohort_shanghai2022,outer_fold_0,Prevotella_9
within_cohort_shanghai2022,outer_fold_0,Pseudomonas
within_cohort_shanghai2022,outer_fold_0,Pyramidobacter
within_cohort_shanghai2022,outer_fold_0,Romboutsia
within_cohort_shanghai2022,outer_fold_0,Roseburia
within_cohort_shanghai2022,outer_fold_0,Rothia
within_cohort_shanghai2022,outer_fold_0,Ruminococcus
within_cohort_shanghai2022,outer_fold_0,Ruminococcus gnavus group
within_cohort_shanghai2022,outer_fold_0,Ruminococcus torques group
within_cohort_shanghai2022,outer_fold_0,Solobacterium
within_cohort_shanghai2022,outer_fold_0,Streptococcus
within_cohort_shanghai2022,outer_fold_0,Subdoligranulum
within_cohort_shanghai2022,outer_fold_0,Sutterella
within_cohort_shanghai2022,outer_fold_0,TM7x
within_cohort_shanghai2022,outer_fold_0,Terrisporobacter
within_cohort_shanghai2022,outer_fold_0,Turicibacter
within_cohort_shanghai2022,outer_fold_0,Tyzzerella
within_cohort_shanghai2022,outer_fold_0,UBA1819
within_cohort_shanghai2022,outer_fold_0,UCG-002
within_cohort_shanghai2022,outer_fold_0,UCG-003
within_cohort_shanghai2022,outer_fold_0,UCG-005
within_cohort_shanghai2022,outer_fold_0,Veillonella
within_cohort_shanghai2022,outer_fold_0,[Clostridium] innocuum group
within_cohort_shanghai2022,outer_fold_0,[Eubacterium] fissicatena group
within_cohort_shanghai2022,outer_fold_0,[Eubacterium] nodatum group
within_cohort_shanghai2022,outer_fold_0,[Eubacterium] ruminantium group
within_cohort_shanghai2022,outer_fold_0,[Eubacterium] siraeum group
within_cohort_shanghai2022,outer_fold_0,[Eubacterium] xylanophilum group
within_cohort_shanghai2022,outer_fold_0,[Ruminococcus] gauvreauii group
within_cohort_shanghai2022,outer_fold_1,Actinomyces
within_cohort_shanghai2022,outer_fold_1,Adlercreutzia
within_cohort_shanghai2022,outer_fold_1,Agathobacter
within_cohort_shanghai2022,outer_fold_1,Akkermansia
within_cohort_shanghai2022,outer_fold_1,Aliihoeflea
within_cohort_shanghai2022,outer_fold_1,Alistipes
within_cohort_shanghai2022,outer_fold_1,Allisonella
within_cohort_shanghai2022,outer_fold_1,Anaerostipes
within_cohort_shanghai2022,outer_fold_1,Anaerotruncus
within_cohort_shanghai2022,outer_fold_1,Atopobium
within_cohort_shanghai2022,outer_fold_1,Bacteroides
within_cohort_shanghai2022,outer_fold_1,Barnesiella
within_cohort_shanghai2022,outer_fold_1,Bifidobacterium
within_cohort_shanghai2022,outer_fold_1,Bilophila
within_cohort_shanghai2022,outer_fold_1,Blautia
within_cohort_shanghai2022,outer_fold_1,Butyricicoccus
within_cohort_shanghai2022,outer_fold_1,Butyricimonas
within_cohort_shanghai2022,outer_fold_1,CAG-352
within_cohort_shanghai2022,outer_fold_1,CAG-56
within_cohort_shanghai2022,outer_fold_1,Christensenella
within_cohort_shanghai2022,outer_fold_1,Christensenellaceae R-7 group
within_cohort_shanghai2022,outer_fold_1,Clostridium sensu stricto 1
within_cohort_shanghai2022,outer_fold_1,Colidextribacter
within_cohort_shanghai2022,outer_fold_1,Collinsella
within_cohort_shanghai2022,outer_fold_1,Coprococcus
within_cohort_shanghai2022,outer_fold_1,DTU089
within_cohort_shanghai2022,outer_fold_1,Desulfovibrio
within_cohort_shanghai2022,outer_fold_1,Dialister
within_cohort_shanghai2022,outer_fold_1,Dorea
within_cohort_shanghai2022,outer_fold_1,Eggerthella
within_cohort_shanghai2022,outer_fold_1,Eisenbergiella
within_cohort_shanghai2022,outer_fold_1,Enterobacter
within_cohort_shanghai2022,outer_fold_1,Enterococcus
within_cohort_shanghai2022,outer_fold_1,Erysipelatoclostridium
within_cohort_shanghai2022,outer_fold_1,Erysipelotrichaceae UCG-003
within_cohort_shanghai2022,outer_fold_1,Escherichia-Shigella
within_cohort_shanghai2022,outer_fold_1,Eubacterium eligens group
within_cohort_shanghai2022,outer_fold_1,Eubacterium hallii group
within_cohort_shanghai2022,outer_fold_1,Eubacterium ventriosum group
within_cohort_shanghai2022,outer_fold_1,Faecalibacterium
within_cohort_shanghai2022,outer_fold_1,Faecalitalea
within_cohort_shanghai2022,outer_fold_1,Family XIII AD3011 group
within_cohort_shanghai2022,outer_fold_1,Family XIII UCG-001
within_cohort_shanghai2022,outer_fold_1,Flavonifractor
within_cohort_shanghai2022,outer_fold_1,Fusicatenibacter
within_cohort_shanghai2022,outer_fold_1,Fusobacterium
within_cohort_shanghai2022,outer_fold_1,Gemella
within_cohort_shanghai2022,outer_fold_1,Gordonibacter
within_cohort_shanghai2022,outer_fold_1,Granulicatella
within_cohort_shanghai2022,outer_fold_1,Haemophilus
within_cohort_shanghai2022,outer_fold_1,Halomonas
within_cohort_shanghai2022,outer_fold_1,Holdemania
within_cohort_shanghai2022,outer_fold_1,Hungatella
within_cohort_shanghai2022,outer_fold_1,Incertae Sedis
within_cohort_shanghai2022,outer_fold_1,Intestinibacter
within_cohort_shanghai2022,outer_fold_1,Intestinimonas
within_cohort_shanghai2022,outer_fold_1,Klebsiella
within_cohort_shanghai2022,outer_fold_1,Lachnoclostridium
within_cohort_shanghai2022,outer_fold_1,Lachnospira
within_cohort_shanghai2022,outer_fold_1,Lachnospiraceae ND3007 group
within_cohort_shanghai2022,outer_fold_1,Lachnospiraceae NK4A136 group
within_cohort_shanghai2022,outer_fold_1,Lachnospiraceae UCG-001
within_cohort_shanghai2022,outer_fold_1,Lachnospiraceae UCG-004
within_cohort_shanghai2022,outer_fold_1,Lachnospiraceae UCG-010
within_cohort_shanghai2022,outer_fold_1,Lactobacillus
within_cohort_shanghai2022,outer_fold_1,Ligilactobacillus
within_cohort_shanghai2022,outer_fold_1,Limosilactobacillus
within_cohort_shanghai2022,outer_fold_1,Marvinbryantia
within_cohort_shanghai2022,outer_fold_1,Megamonas
within_cohort_shanghai2022,outer_fold_1,Megasphaera
within_cohort_shanghai2022,outer_fold_1,Mogibacterium
within_cohort_shanghai2022,outer_fold_1,Monoglobus
within_cohort_shanghai2022,outer_fold_1,NK4A214 group
within_cohort_shanghai2022,outer_fold_1,Negativibacillus
within_cohort_shanghai2022,outer_fold_1,Odoribacter
within_cohort_shanghai2022,outer_fold_1,Oscillibacter
within_cohort_shanghai2022,outer_fold_1,Oxalobacter
within_cohort_shanghai2022,outer_fold_1,Parabacteroides
within_cohort_shanghai2022,outer_fold_1,Paraprevotella
within_cohort_shanghai2022,outer_fold_1,Parasutterella
within_cohort_shanghai2022,outer_fold_1,Pelagibacterium
within_cohort_shanghai2022,outer_fold_1,Phascolarctobacterium
within_cohort_shanghai2022,outer_fold_1,Phocea
within_cohort_shanghai2022,outer_fold_1,Prevotella
within_cohort_shanghai2022,outer_fold_1,Prevotella_9
within_cohort_shanghai2022,outer_fold_1,Pseudomonas
within_cohort_shanghai2022,outer_fold_1,Pyramidobacter
within_cohort_shanghai2022,outer_fold_1,Romboutsia
within_cohort_shanghai2022,outer_fold_1,Roseburia
within_cohort_shanghai2022,outer_fold_1,Rothia
within_cohort_shanghai2022,outer_fold_1,Ruminococcus
within_cohort_shanghai2022,outer_fold_1,Ruminococcus gnavus group
within_cohort_shanghai2022,outer_fold_1,Ruminococcus torques group
within_cohort_shanghai2022,outer_fold_1,Solobacterium
within_cohort_shanghai2022,outer_fold_1,Streptococcus
within_cohort_shanghai2022,outer_fold_1,Subdoligranulum
within_cohort_shanghai2022,outer_fold_1,Sutterella
within_cohort_shanghai2022,outer_fold_1,TM7x
within_cohort_shanghai2022,outer_fold_1,Terrisporobacter
within_cohort_shanghai2022,outer_fold_1,Turicibacter
within_cohort_shanghai2022,outer_fold_1,Tyzzerella
within_cohort_shanghai2022,outer_fold_1,UBA1819
within_cohort_shanghai2022,outer_fold_1,UCG-002
within_cohort_shanghai2022,outer_fold_1,UCG-003
within_cohort_shanghai2022,outer_fold_1,UCG-005
within_cohort_shanghai2022,outer_fold_1,Veillonella
within_cohort_shanghai2022,outer_fold_1,[Clostridium] innocuum group
within_cohort_shanghai2022,outer_fold_1,[Eubacterium] fissicatena group
within_cohort_shanghai2022,outer_fold_1,[Eubacterium] nodatum group
within_cohort_shanghai2022,outer_fold_1,[Eubacterium] ruminantium group
within_cohort_shanghai2022,outer_fold_1,[Eubacterium] siraeum group
within_cohort_shanghai2022,outer_fold_1,[Eubacterium] xylanophilum group
within_cohort_shanghai2022,outer_fold_1,[Ruminococcus] gauvreauii group
within_cohort_shanghai2022,outer_fold_2,Acetanaerobacterium
within_cohort_shanghai2022,outer_fold_2,Actinomyces
within_cohort_shanghai2022,outer_fold_2,Adlercreutzia
within_cohort_shanghai2022,outer_fold_2,Agathobacter
within_cohort_shanghai2022,outer_fold_2,Akkermansia
within_cohort_shanghai2022,outer_fold_2,Aliihoeflea
within_cohort_shanghai2022,outer_fold_2,Alistipes
within_cohort_shanghai2022,outer_fold_2,Allisonella
within_cohort_shanghai2022,outer_fold_2,Anaerostipes
within_cohort_shanghai2022,outer_fold_2,Anaerotruncus
within_cohort_shanghai2022,outer_fold_2,Atopobium
within_cohort_shanghai2022,outer_fold_2,Bacteroides
within_cohort_shanghai2022,outer_fold_2,Barnesiella
within_cohort_shanghai2022,outer_fold_2,Bifidobacterium
within_cohort_shanghai2022,outer_fold_2,Bilophila
within_cohort_shanghai2022,outer_fold_2,Blautia
within_cohort_shanghai2022,outer_fold_2,Butyricicoccus
within_cohort_shanghai2022,outer_fold_2,Butyricimonas
within_cohort_shanghai2022,outer_fold_2,CAG-352
within_cohort_shanghai2022,outer_fold_2,CAG-56
within_cohort_shanghai2022,outer_fold_2,Candidatus Soleaferrea
within_cohort_shanghai2022,outer_fold_2,Catabacter
within_cohort_shanghai2022,outer_fold_2,Christensenella
within_cohort_shanghai2022,outer_fold_2,Christensenellaceae R-7 group
within_cohort_shanghai2022,outer_fold_2,Clostridium sensu stricto 1
within_cohort_shanghai2022,outer_fold_2,Colidextribacter
within_cohort_shanghai2022,outer_fold_2,Collinsella
within_cohort_shanghai2022,outer_fold_2,Coprococcus
within_cohort_shanghai2022,outer_fold_2,DTU089
within_cohort_shanghai2022,outer_fold_2,Desulfovibrio
within_cohort_shanghai2022,outer_fold_2,Dialister
within_cohort_shanghai2022,outer_fold_2,Dorea
within_cohort_shanghai2022,outer_fold_2,Eggerthella
within_cohort_shanghai2022,outer_fold_2,Eisenbergiella
within_cohort_shanghai2022,outer_fold_2,Enterobacter
within_cohort_shanghai2022,outer_fold_2,Enterococcus
within_cohort_shanghai2022,outer_fold_2,Erysipelatoclostridium
within_cohort_shanghai2022,outer_fold_2,Erysipelotrichaceae UCG-003
