cohort,taxon,n_folds_total,n_positive,n_negative,n_zero,median_coefficient,mean_coefficient,sign_stability
ling2020,Haliangium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Halomonas,10,10,0,0,0.069642718958834,0.053084854296379845,stable_positive
ling2020,Harryflintia,10,9,1,0,0.0026297558503030347,0.003329712136840892,stable_positive
ling2020,Hassallia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Helicobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Hirschia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Holdemanella,10,10,0,0,0.015623479103749007,0.02298423778565759,stable_positive
ling2020,Holdemania,10,5,5,0,-0.0006273042384825674,-0.0008495042098355211,unstable
ling2020,Howardella,10,1,9,0,-0.00485884217880396,-0.009060842945120568,stable_negative
ling2020,Hungatella,10,10,0,0,0.03104599953271282,0.031025131407657815,stable_positive
ling2020,Hyphomicrobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,IS-44,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Iamia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Ilumatobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Incertae Sedis,10,10,0,0,0.037151110528294236,0.0381614107359371,stable_positive
ling2020,Intestinibacter,10,3,7,0,-0.0032130881699620425,-0.0033543712768120465,unstable
ling2020,Intestinimonas,10,5,5,0,0.00013287069875314193,-0.0006188023987771703,unstable
ling2020,JGI 0001001-H03,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Klebsiella,10,10,0,0,0.015037989963901315,0.017932895773204387,stable_positive
ling2020,Kribbella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Lachnoclostridium,10,7,3,0,0.006752700496814338,0.009893108822536965,unstable
ling2020,Lachnospira,10,0,10,0,-0.08883356167133978,-0.07341436631576662,stable_negative
ling2020,Lachnospiraceae FCS020 group,10,1,9,0,-0.007178784339789694,-0.007584634932104423,stable_negative
ling2020,Lachnospiraceae NC2004 group,10,2,8,0,-0.0024083149308993476,-0.00480533417246401,stable_negative
ling2020,Lachnospiraceae ND3007 group,10,0,10,0,-0.039441753538760414,-0.0375631805776223,stable_negative
ling2020,Lachnospiraceae NK3A20 group,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Lachnospiraceae NK4A136 group,10,6,4,0,0.020442439173499076,0.01538260042655755,unstable
ling2020,Lachnospiraceae UCG-001,10,1,9,0,-0.00962459846987548,-0.009612495046007677,stable_negative
ling2020,Lachnospiraceae UCG-003,10,4,6,0,-0.0011951852600119198,0.0001482646075124159,unstable
ling2020,Lachnospiraceae UCG-004,10,5,5,0,-0.0009188341965458101,0.0014345528471483477,unstable
ling2020,Lachnospiraceae UCG-006,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Lachnospiraceae UCG-010,10,0,10,0,-0.01787239550999812,-0.01603335827308639,stable_negative
ling2020,Lacibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Lacticaseibacillus,10,10,0,0,0.006949716307155972,0.006520071648179861,stable_positive
ling2020,Lactiplantibacillus,10,10,0,0,0.001050367041407324,0.0016176723558318415,stable_positive
ling2020,Lactobacillus,10,10,0,0,0.06449458031668606,0.05934332347544533,stable_positive
ling2020,Lactococcus,10,0,10,0,-0.019828439904234857,-0.016126571524950707,stable_negative
ling2020,Lactonifactor,10,10,0,0,0.0134464051602932,0.013191113586081622,stable_positive
ling2020,Lacunisphaera,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Latilactobacillus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Lechevalieria,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Legionella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Leucobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Leuconostoc,10,0,10,0,-0.025969551499784783,-0.01967641809493686,stable_negative
ling2020,Levilactobacillus,10,0,10,0,-0.004509562856788575,-0.0036346357714639502,stable_negative
ling2020,Libanicoccus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Ligilactobacillus,10,7,3,0,0.006750835445660852,0.0056851999951455625,unstable
ling2020,Limosilactobacillus,10,10,0,0,0.06469561057187014,0.05378843660223311,stable_positive
ling2020,Longimicrobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Luedemannella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Luteolibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Lysinibacillus,10,0,10,0,-0.0028785355977591033,-0.002257134763237154,stable_negative
ling2020,Lysobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,MND1,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Marmoricola,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Marvinbryantia,10,10,0,0,0.0069219065501508244,0.009615247845012845,stable_positive
ling2020,Massilia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Megamonas,10,1,9,0,-0.007033102305157016,-0.007231510470721766,stable_negative
ling2020,Megasphaera,10,10,0,0,0.01883740519843828,0.023391271820910085,stable_positive
ling2020,Merdibacter,10,10,0,0,0.008159107877543254,0.006581017142788378,stable_positive
ling2020,Mesorhizobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Methanobrevibacter,10,2,8,0,-0.01612879607764096,-0.015165868000529737,stable_negative
ling2020,Methylobacterium-Methylorubrum,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Methyloceanibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Methylotenera,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Methyloversatilis,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Microbacterium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Microlunatus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Microvirga,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Mitsuokella,10,3,7,0,-0.0022269024531777464,-0.0015779435603220638,unstable
ling2020,Mogibacterium,10,0,10,0,-0.010532488903781103,-0.00916897670308011,stable_negative
ling2020,Monoglobus,10,2,8,0,-0.010309108547611143,-0.008378639474244323,stable_negative
ling2020,Muribaculum,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Mycobacterium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,NK4A214 group,10,0,10,0,-0.04628223340097949,-0.04053924544257378,stable_negative
ling2020,Nannocystis,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Negativibacillus,10,8,2,0,0.0026900361119565216,0.004858440062385892,stable_positive
ling2020,Nesterenkonia,10,10,0,0,0.009439911536245446,0.010057807646269975,stable_positive
ling2020,Niastella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Nitrolancea,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Nitrosococcus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Nitrosospira,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Nitrospira,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Nocardioides,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Nonomuraea,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Nordella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Novosphingobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,OLB17,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,OM27 clade,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Oceanicaulis,10,10,0,0,0.0069776315064940825,0.010368475483967205,stable_positive
ling2020,Odoribacter,10,1,9,0,-0.02611099807729058,-0.02265888873416665,stable_negative
ling2020,Ohtaekwangia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Olsenella,10,10,0,0,0.01966473423796382,0.024596447886919545,stable_positive
ling2020,Opitutus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Oribacterium,10,0,10,0,-0.0028766276228772,-0.003920258526715594,stable_negative
ling2020,Oscillibacter,10,10,0,0,0.024373585462550043,0.025732224103127976,stable_positive
ling2020,Oscillospira,10,4,6,0,-0.0005033328698806453,-4.2593492661283206e-05,unstable
ling2020,Oxalobacter,10,0,10,0,-0.010150335415145487,-0.011954233726892985,stable_negative
ling2020,P3OB-42,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Paenibacillus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Paeniclostridium,10,0,10,0,-0.0017018489706120815,-0.0017458970841465274,stable_negative
ling2020,Paenisporosarcina,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pajaroellobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Paludicola,10,5,5,0,1.9315748918640428e-05,-0.0014920569454598893,unstable
ling2020,Pannonibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Papillibacter,10,8,2,0,0.0018018808905545386,0.001474632052628972,stable_positive
ling2020,Parabacteroides,10,10,0,0,0.032443032782915826,0.0304753419684666,stable_positive
ling2020,Paracoccus,10,6,4,0,7.177446317219672e-05,0.0003739086388759822,unstable
ling2020,Paraprevotella,10,0,10,0,-0.008993513386572989,-0.011277044908939002,stable_negative
ling2020,Parapusillimonas,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Parasutterella,10,0,10,0,-0.026731584740609028,-0.03560415150468871,stable_negative
ling2020,Parvimonas,10,10,0,0,0.015552517937351877,0.014647584322603763,stable_positive
ling2020,Pedobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pedomicrobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pelagibacterium,10,10,0,0,0.03519908489512692,0.03202135246604668,stable_positive
ling2020,Peptococcus,10,0,10,0,-0.007662615318130086,-0.0075657665386407325,stable_negative
ling2020,Peptoniphilus,10,10,0,0,0.0214528291407131,0.019387309383770746,stable_positive
ling2020,Peptostreptococcus,10,0,10,0,-0.007728410007721884,-0.011659770646525309,stable_negative
ling2020,Peredibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Phascolarctobacterium,10,8,2,0,0.0019571985544121224,0.0033560341206869556,stable_positive
ling2020,Phaselicystis,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Phenylobacterium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Phocea,10,2,8,0,-0.004666106498020327,-0.0048890265049215936,stable_negative
ling2020,Polaromonas,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Polyangium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Polycyclovorans,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pontibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Porphyromonas,10,6,4,0,0.0014337275787825027,0.0032957859105220604,unstable
ling2020,Prevotella,10,2,8,0,-0.002052391195050866,-0.007182122906768065,stable_negative
ling2020,Prevotella_7,10,0,10,0,-0.005790528087768067,-0.01149269850607957,stable_negative
ling2020,Prevotella_9,10,5,5,0,-0.0006146267454979891,0.002685732794878544,unstable
ling2020,Prevotellaceae NK3B31 group,10,10,0,0,0.026412462693239512,0.02621302015373315,stable_positive
ling2020,Prevotellaceae UCG-001,10,0,10,0,-0.011036468913102367,-0.008630928842358665,stable_negative
ling2020,Prevotellaceae UCG-003,10,0,10,0,-0.006588751130469952,-0.006836504144445527,stable_negative
ling2020,Pseudenhygromyxa,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pseudoduganella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pseudoflavonifractor,10,0,10,0,-0.001043587185658691,-0.0011023520739261888,stable_negative
ling2020,Pseudolabrys,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pseudomonas,10,0,10,0,-0.015838855914666078,-0.011955180325530435,stable_negative
ling2020,Pseudonocardia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pseudorhodoplanes,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pseudoxanthomonas,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Psychrobacillus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Psychrobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Puia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Pyramidobacter,10,7,3,0,0.003406518225612779,0.004784985847099074,unstable
ling2020,RB41,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Ralstonia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Ramlibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Raoultibacter,10,9,1,0,0.007046087973043819,0.008419382588434287,stable_positive
ling2020,Reyranella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Rhizobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Rhizocola,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Rhodococcus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Rhodomicrobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Rhodoplanes,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Rikenellaceae RC9 gut group,10,1,9,0,-0.005956964012684648,-0.009613725771982258,stable_negative
ling2020,Romboutsia,10,0,10,0,-0.1166255871316834,-0.0867173183483425,stable_negative
ling2020,Roseburia,10,0,10,0,-0.019803096765427904,-0.022218404040710467,stable_negative
ling2020,Rothia,10,0,10,0,-0.022194322068043237,-0.018373715585256988,stable_negative
ling2020,Rubrobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Ruminococcus,10,10,0,0,0.024531118971837622,0.022700174005137377,stable_positive
ling2020,Ruminococcus gnavus group,10,10,0,0,0.059320511232703946,0.05084831215702671,stable_positive
ling2020,Ruminococcus torques group,10,10,0,0,0.04191513667181321,0.039293269598271875,stable_positive
ling2020,SWB02,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Salipaludibacillus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Salmonella,10,10,0,0,0.009074288415252124,0.00832154415475916,stable_positive
ling2020,Sandaracinus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Sanguibacteroides,10,0,10,0,-0.013288784072036146,-0.010046056546358722,stable_negative
ling2020,Sarcina,10,2,8,0,-0.0015635461735443593,-0.0019606151618660993,stable_negative
ling2020,Sediminibacterium,10,9,1,0,0.0024624843661058883,0.0026091732072392954,stable_positive
ling2020,Sellimonas,10,10,0,0,0.04373586124525341,0.03939148270730936,stable_positive
ling2020,Senegalimassilia,10,0,10,0,-0.030424705140699053,-0.03041156687644389,stable_negative
ling2020,Serratia,10,10,0,0,0.0007033577795520646,0.0010346501528429397,stable_positive
ling2020,Shuttleworthia,10,9,1,0,0.005585456805710704,0.00805584065172018,stable_positive
ling2020,Skermanella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Slackia,10,10,0,0,0.014786688790554031,0.01850355483250706,stable_positive
ling2020,Sneathia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Solirubrobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Solitalea,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Solobacterium,10,1,9,0,-0.003426287817504729,-0.005837367387962383,stable_negative
ling2020,Sphingomonas,10,10,0,0,0.0028343325643899464,0.005196468887178844,stable_positive
ling2020,Sporosarcina,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Staphylococcus,10,9,1,0,0.0012701235411763693,0.0015054553531888527,stable_positive
ling2020,Stenotrophobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Stenotrophomonas,10,0,10,0,-0.0036529833224201165,-0.002764131035864513,stable_negative
ling2020,Steroidobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Streptococcus,10,10,0,0,0.022770136817747425,0.02649587683136507,stable_positive
ling2020,Streptomyces,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Subdoligranulum,10,4,6,0,-0.0004242885406772527,0.0002785095513042842,unstable
ling2020,Subgroup 10,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Succinivibrio,10,9,1,0,0.0019497149179328647,0.002406902898669027,stable_positive
ling2020,Sulfurifustis,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Sumerlaea,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Sutterella,10,6,4,0,0.001469103847610365,0.0016493597612143329,unstable
ling2020,TM7x,10,0,10,0,-0.035167557711780796,-0.030150181249032994,stable_negative
ling2020,Taibaiella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Terrimonas,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Terrisporobacter,10,10,0,0,0.03126943739288648,0.02725877015299911,stable_positive
ling2020,Thermus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Truepera,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Tumebacillus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Turicibacter,10,0,10,0,-0.04133746089874134,-0.03399855865351276,stable_negative
ling2020,Tuzzerella,10,10,0,0,0.029443857001339842,0.022856537324217583,stable_positive
ling2020,Tyzzerella,10,0,10,0,-0.043480872532669634,-0.037455759416277254,stable_negative
ling2020,UBA1819,10,8,2,0,0.01787481523616524,0.013065060233210708,stable_positive
ling2020,UC5-1-2E3,10,4,6,0,-0.002955600735540843,-0.004875709621433723,unstable
ling2020,UCG-002,10,9,1,0,0.007586250758716354,0.013856063986435671,stable_positive
ling2020,UCG-003,10,0,10,0,-0.024789859819939947,-0.02259724509304033,stable_negative
ling2020,UCG-004,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,UCG-005,10,9,1,0,0.005996842414657092,0.006165462660907855,stable_positive
ling2020,UCG-007,10,0,10,0,-0.004513846517505162,-0.004575595905909863,stable_negative
ling2020,UCG-009,10,5,5,0,0.0007704296216736944,0.00023567833335721026,unstable
ling2020,UTCFX1,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Undibacterium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,V9D2013 group,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Veillonella,10,1,9,0,-0.0065036855429411716,-0.006495492954539333,stable_negative
ling2020,Vibrionimonas,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Vicinamibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Victivallis,10,4,6,0,-0.00029734718632752144,-2.8585037742264217e-05,unstable
ling2020,Virgisporangium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Weissella,10,1,9,0,-0.0021817311190010413,-0.0048974136236692185,stable_negative
ling2020,Woeseia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,YC-ZSS-LKJ147,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Z20,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,[Bacteroides] pectinophilus group,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,[Clostridium] innocuum group,10,3,7,0,-0.03228470123619138,-0.023555768017936907,unstable
ling2020,[Eubacterium] fissicatena group,10,3,7,0,-0.015062332651232954,-0.013001669266129404,unstable
ling2020,[Eubacterium] nodatum group,10,2,8,0,-0.023693756783391837,-0.017486733580755524,stable_negative
ling2020,[Eubacterium] ruminantium group,10,0,10,0,-0.04081497055188084,-0.03831906218180131,stable_negative
ling2020,[Eubacterium] siraeum group,10,0,10,0,-0.014695074920692604,-0.013613019284678235,stable_negative
ling2020,[Eubacterium] tenue group,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,[Eubacterium] xylanophilum group,10,0,10,0,-0.03994348937408172,-0.03162968102797265,stable_negative
ling2020,[Ruminococcus] gauvreauii group,10,0,10,0,-0.03012042846286675,-0.028634930512437512,stable_negative
ling2020,mle1-7,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,wb1-A12,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,wb1-P19,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
shanghai2022,ADurb.Bin063-1,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Achromobacter,10,0,10,0,-0.001183776452327444,-0.0012628399150358817,stable_negative
shanghai2022,Acidaminococcus,10,0,10,0,-0.014544817030253263,-0.016777897067535096,stable_negative
shanghai2022,Acidibacter,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Acinetobacter,10,1,9,0,-0.0032881890177923236,-0.0032466071848561637,stable_negative
shanghai2022,Actinocorallia,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Actinomyces,10,10,0,0,0.04978238752375602,0.055261823914366015,stable_positive
shanghai2022,Adhaeribacter,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Adlercreutzia,10,10,0,0,0.03919550695886483,0.04476605808270616,stable_positive
shanghai2022,Aeromicrobium,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Aeromonas,10,0,10,0,-0.005700430549361682,-0.005622886166724853,stable_negative
shanghai2022,Afipia,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Agathobacter,10,3,7,0,-0.004551418418092365,-0.002408301757111188,unstable
shanghai2022,Agromyces,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Ahniella,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Akkermansia,10,10,0,0,0.07094634690676202,0.07711231799594151,stable_positive
shanghai2022,Aliihoeflea,10,1,9,0,-0.011370763433884169,-0.016172091872622463,stable_negative
shanghai2022,Alistipes,10,0,10,0,-0.04785525761422679,-0.05322187574069985,stable_negative
shanghai2022,Alkalicoccus,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Allisonella,10,0,10,0,-0.012386246050235722,-0.011323944385508565,stable_negative
shanghai2022,Alloprevotella,10,0,10,0,-0.0271710437988545,-0.02800788194152255,stable_negative
shanghai2022,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Altererythrobacter,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Ammoniphilus,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Anaerobacillus,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Anaerococcus,10,10,0,0,0.006196679103547701,0.00703524663448821,stable_positive
shanghai2022,Anaerofilum,10,6,4,0,0.0005968139117390973,-6.885418978276026e-05,unstable
shanghai2022,Anaerofustis,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Anaerostipes,10,8,2,0,0.006548267582362054,0.00611407475235417,stable_positive
shanghai2022,Anaerotruncus,10,0,10,0,-0.0190601850096647,-0.022631180287058753,stable_negative
shanghai2022,Angelakisella,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Aquabacterium,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Aquicella,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Archangium,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Arenimonas,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Aridibacter,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Asteroleplasma,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Atopobium,10,10,0,0,0.02252114432395884,0.023169778735713277,stable_positive
shanghai2022,Azoarcus,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,BD1-7 clade,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,BIyi10,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Bacillus,10,0,10,0,-0.0011697614550550714,-0.0012456009021476332,stable_negative
shanghai2022,Bacteroides,10,0,10,0,-0.053850677790235925,-0.061433440901502524,stable_negative
shanghai2022,Barnesiella,10,0,10,0,-0.016694021448642037,-0.01986496399003498,stable_negative
shanghai2022,Bauldia,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Bdellovibrio,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Bifidobacterium,10,10,0,0,0.043775824550107804,0.04497043026270037,stable_positive
shanghai2022,Bilophila,10,10,0,0,0.04435949791345114,0.05152865048920272,stable_positive
shanghai2022,Blastococcus,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
shanghai2022,Blautia,10,10,0,0,0.01803098137210804,0.017629016761234524,stable_positive
shanghai2022,Bradyrhizobium,10,0,10,0,-0.0013575113482790996,-0.0014087711857084532,stable_negative
