cohort,taxon,n_folds_total,n_positive,n_negative,n_zero,median_coefficient,mean_coefficient,sign_stability
kazakhstan2022,Pedobacter,10,10,0,0,0.018967033355724302,0.020437709115750193,stable_positive
kazakhstan2022,Pedomicrobium,10,6,4,0,0.0006507758415582824,0.005442709908575146,unstable
kazakhstan2022,Pelagibacterium,10,6,4,0,0.0008965593502721072,0.0011595270147363263,unstable
kazakhstan2022,Peptococcus,10,6,4,0,0.00032916452765045605,-0.00684443204799606,unstable
kazakhstan2022,Peptoniphilus,10,10,0,0,0.02450018817225908,0.023443166076314106,stable_positive
kazakhstan2022,Peptostreptococcus,10,8,2,0,0.007465836969777138,0.005130857692514553,stable_positive
kazakhstan2022,Peredibacter,10,0,10,0,-0.02530351760005794,-0.02654333014960284,stable_negative
kazakhstan2022,Phascolarctobacterium,10,10,0,0,0.03290971670950249,0.04362433634052369,stable_positive
kazakhstan2022,Phaselicystis,10,3,7,0,-0.0038092768696021354,-0.004653658188967812,unstable
kazakhstan2022,Phenylobacterium,10,10,0,0,0.00846015131302844,0.008305094623387289,stable_positive
kazakhstan2022,Phocea,10,9,1,0,0.007914757822874811,0.01003354596703612,stable_positive
kazakhstan2022,Polaromonas,10,10,0,0,0.03248408828773767,0.03797337021992393,stable_positive
kazakhstan2022,Polyangium,10,0,10,0,-0.01074480943424506,-0.01893027451104305,stable_negative
kazakhstan2022,Polycyclovorans,10,10,0,0,0.01566877045780392,0.016364446478038502,stable_positive
kazakhstan2022,Pontibacter,10,1,9,0,-0.009834772450075947,-0.010901549852425996,stable_negative
kazakhstan2022,Porphyromonas,10,6,4,0,0.0019715212183067255,-0.000263118662787736,unstable
kazakhstan2022,Prevotella,10,10,0,0,0.03760346760527776,0.04403759241913111,stable_positive
kazakhstan2022,Prevotella_7,10,9,1,0,0.003807053341794323,0.004914102788722839,stable_positive
kazakhstan2022,Prevotella_9,10,0,10,0,-0.011998089811784629,-0.01684786950233226,stable_negative
kazakhstan2022,Prevotellaceae NK3B31 group,10,8,2,0,0.014363571598211843,0.018370124762733652,stable_positive
kazakhstan2022,Prevotellaceae UCG-001,10,0,10,0,-0.03145302838075905,-0.0484536942229286,stable_negative
kazakhstan2022,Prevotellaceae UCG-003,10,3,7,0,-0.011875357735745991,-0.014126183130710132,unstable
kazakhstan2022,Pseudenhygromyxa,10,10,0,0,0.017665443410356536,0.01902784790837495,stable_positive
kazakhstan2022,Pseudoduganella,10,1,9,0,-0.00178635193014886,-0.004738569701908802,stable_negative
kazakhstan2022,Pseudoflavonifractor,10,3,7,0,-0.0017896956350525964,0.0022693715632462934,unstable
kazakhstan2022,Pseudolabrys,10,2,8,0,-0.005731152232950582,-0.009000627434794002,stable_negative
kazakhstan2022,Pseudomonas,10,0,10,0,-0.031004222931870683,-0.04320200904220071,stable_negative
kazakhstan2022,Pseudonocardia,10,0,10,0,-0.021418006224616218,-0.023970495829566115,stable_negative
kazakhstan2022,Pseudorhodoplanes,10,0,10,0,-0.014820236633194237,-0.016804880245794233,stable_negative
kazakhstan2022,Pseudoxanthomonas,10,2,8,0,-0.0026688158355445968,-0.004743411733363151,stable_negative
kazakhstan2022,Psychrobacillus,10,10,0,0,0.00820571718765441,0.011354052618826351,stable_positive
kazakhstan2022,Psychrobacter,10,1,9,0,-0.0013660382522425194,-0.0017856572733227726,stable_negative
kazakhstan2022,Puia,10,10,0,0,0.017098149055641818,0.023497193222704948,stable_positive
kazakhstan2022,Pyramidobacter,10,4,6,0,-0.0014750697344101185,-0.006699701903531112,unstable
kazakhstan2022,RB41,10,10,0,0,0.021207526459266775,0.023408555437137588,stable_positive
kazakhstan2022,Ralstonia,10,8,2,0,0.0025575452840933847,0.0030839995910616723,stable_positive
kazakhstan2022,Ramlibacter,10,7,3,0,0.0013741118576820533,0.002209914894263577,unstable
kazakhstan2022,Raoultibacter,10,9,1,0,0.010166853625715316,0.01209822656444174,stable_positive
kazakhstan2022,Reyranella,10,0,10,0,-0.012214389617628668,-0.011592986176247672,stable_negative
kazakhstan2022,Rhizobacter,10,10,0,0,0.019905770769730144,0.025654422786601305,stable_positive
kazakhstan2022,Rhizocola,10,8,2,0,0.004524910518693668,0.00783086277779104,stable_positive
kazakhstan2022,Rhodococcus,10,10,0,0,0.0026537456297519996,0.0030894314691432894,stable_positive
kazakhstan2022,Rhodomicrobium,10,0,10,0,-0.02032796845050834,-0.021826090730827093,stable_negative
kazakhstan2022,Rhodoplanes,10,0,10,0,-0.01988415122530572,-0.02564132457182845,stable_negative
kazakhstan2022,Rikenellaceae RC9 gut group,10,2,8,0,-0.0102123844980348,-0.010139039443395056,stable_negative
kazakhstan2022,Romboutsia,10,9,1,0,0.010852389426222641,0.013525388196917797,stable_positive
kazakhstan2022,Roseburia,10,0,10,0,-0.02113717623635749,-0.02351302802295541,stable_negative
kazakhstan2022,Rothia,10,10,0,0,0.012726656502756745,0.013561952991327866,stable_positive
kazakhstan2022,Rubrobacter,10,8,2,0,0.0033114775567736144,0.0027109697356038453,stable_positive
kazakhstan2022,Ruminococcus,10,10,0,0,0.00709964114154259,0.007883012107854432,stable_positive
kazakhstan2022,Ruminococcus gnavus group,10,7,3,0,0.011729782063278016,0.018939724856551005,unstable
kazakhstan2022,Ruminococcus torques group,10,7,3,0,0.002215424147127479,0.005377914238990604,unstable
kazakhstan2022,SWB02,10,7,3,0,0.0011428949976567166,0.0010995970844956192,unstable
kazakhstan2022,Salipaludibacillus,10,0,10,0,-0.05380478396228878,-0.07002961315324063,stable_negative
kazakhstan2022,Salmonella,10,1,9,0,-0.012547515647658594,-0.01820928123859061,stable_negative
kazakhstan2022,Sandaracinus,10,9,1,0,0.0026082293149531713,0.0050049403988962895,stable_positive
kazakhstan2022,Sanguibacteroides,10,3,7,0,-0.005946901788010234,-0.011817393706214475,unstable
kazakhstan2022,Sarcina,10,10,0,0,0.022803359103466488,0.025129378046314033,stable_positive
kazakhstan2022,Sediminibacterium,10,0,10,0,-0.010166773438997566,-0.009656216580406602,stable_negative
kazakhstan2022,Sellimonas,10,2,8,0,-0.00821703996266136,-0.004399348576736757,stable_negative
kazakhstan2022,Senegalimassilia,10,10,0,0,0.037575176257933524,0.05010990195132131,stable_positive
kazakhstan2022,Serratia,10,2,8,0,-0.0059321369035998635,-0.005586221554874121,stable_negative
kazakhstan2022,Shuttleworthia,10,2,8,0,-0.006660935195476346,-0.00397475749912274,stable_negative
kazakhstan2022,Skermanella,10,3,7,0,-0.0014450999974027043,-0.00399438224846341,unstable
kazakhstan2022,Slackia,10,9,1,0,0.013562274009604084,0.016815032551895634,stable_positive
kazakhstan2022,Sneathia,10,1,9,0,-0.010694763401432413,-0.015920508107748428,stable_negative
kazakhstan2022,Solirubrobacter,10,8,2,0,0.002807998832391805,-0.0011104530546677846,stable_positive
kazakhstan2022,Solitalea,10,10,0,0,0.02211146378110419,0.025647368563710044,stable_positive
kazakhstan2022,Solobacterium,10,0,10,0,-0.009559056075727358,-0.010256387053930473,stable_negative
kazakhstan2022,Sphingomonas,10,10,0,0,0.04163875579040951,0.038485563478987815,stable_positive
kazakhstan2022,Sporosarcina,10,2,8,0,-0.0029252882120513798,-0.0036945587752759425,stable_negative
kazakhstan2022,Staphylococcus,10,3,7,0,-0.0011010650789368128,0.00024131922944964004,unstable
kazakhstan2022,Stenotrophobacter,10,7,3,0,0.0018679462251517311,0.00017230766401163633,unstable
kazakhstan2022,Stenotrophomonas,10,2,8,0,-0.001896203366027018,-0.0032515319697308575,stable_negative
kazakhstan2022,Steroidobacter,10,10,0,0,0.007370393610131118,0.007415961948852935,stable_positive
kazakhstan2022,Streptococcus,10,2,8,0,-0.0020049085510002347,-0.0037223164251533186,stable_negative
kazakhstan2022,Streptomyces,10,0,10,0,-0.02686531653049499,-0.02680302359414243,stable_negative
kazakhstan2022,Subdoligranulum,10,3,7,0,-0.0012190427762938517,-0.0046891293667447554,unstable
kazakhstan2022,Subgroup 10,10,10,0,0,0.011713640098889477,0.022519327545264922,stable_positive
kazakhstan2022,Succinivibrio,10,7,3,0,0.0021941324628258234,-0.0017396206043025022,unstable
kazakhstan2022,Sulfurifustis,10,3,7,0,-0.0015683808099334058,-0.0013700409382596374,unstable
kazakhstan2022,Sumerlaea,10,0,10,0,-0.013424701263184485,-0.019576649379358692,stable_negative
kazakhstan2022,Sutterella,10,3,7,0,-0.006547338265094715,-0.01069141161258097,unstable
kazakhstan2022,TM7x,10,6,4,0,0.0010982314715449872,0.006924338281369936,unstable
kazakhstan2022,Taibaiella,10,9,1,0,0.002216231568457688,0.00294279288079951,stable_positive
kazakhstan2022,Terrimonas,10,9,1,0,0.002795790261159215,0.00395987525366844,stable_positive
kazakhstan2022,Terrisporobacter,10,4,6,0,-0.00018523984364949067,-0.00044137103453844114,unstable
kazakhstan2022,Thermus,10,6,4,0,0.0008965593502721072,0.0011595270147363263,unstable
kazakhstan2022,Truepera,10,0,10,0,-0.01696193966414155,-0.017808933803535328,stable_negative
kazakhstan2022,Tumebacillus,10,8,2,0,0.0037965554930330593,0.003181527263962062,stable_positive
kazakhstan2022,Turicibacter,10,10,0,0,0.05358579261370451,0.054187626444456106,stable_positive
kazakhstan2022,Tuzzerella,10,0,10,0,-0.029301518665369175,-0.02986498615680343,stable_negative
kazakhstan2022,Tyzzerella,10,0,10,0,-0.04467808600166055,-0.04670705465221755,stable_negative
kazakhstan2022,UBA1819,10,3,7,0,-0.002920550966632536,-0.008263185392045591,unstable
kazakhstan2022,UC5-1-2E3,10,1,9,0,-0.005035176430311301,-0.00787496395859579,stable_negative
kazakhstan2022,UCG-002,10,10,0,0,0.009102949302260951,0.009602812044200113,stable_positive
kazakhstan2022,UCG-003,10,10,0,0,0.010483306819570418,0.012916571384980664,stable_positive
kazakhstan2022,UCG-004,10,4,6,0,-0.0007586490527821913,0.005953410869231965,unstable
kazakhstan2022,UCG-005,10,9,1,0,0.004805257827640677,0.00557738332604342,stable_positive
kazakhstan2022,UCG-007,10,0,10,0,-0.04388818432444067,-0.057894164031361904,stable_negative
kazakhstan2022,UCG-009,10,4,6,0,-0.0006389443400775086,-0.005517733760767927,unstable
kazakhstan2022,UTCFX1,10,10,0,0,0.013307413724333198,0.017974417261293847,stable_positive
kazakhstan2022,Undibacterium,10,6,4,0,0.0008965593502721072,0.0011595270147363263,unstable
kazakhstan2022,V9D2013 group,10,10,0,0,0.004446582727656083,0.004968033375595549,stable_positive
kazakhstan2022,Veillonella,10,0,10,0,-0.033652315672572,-0.040907656897974105,stable_negative
kazakhstan2022,Vibrionimonas,10,6,4,0,0.0008965593502721072,0.0011595270147363263,unstable
kazakhstan2022,Vicinamibacter,10,2,8,0,-0.0057571071356844125,-0.010227375381010356,stable_negative
kazakhstan2022,Victivallis,10,0,10,0,-0.020214653318397023,-0.025855164049023792,stable_negative
kazakhstan2022,Virgisporangium,10,9,1,0,0.007038074612439696,0.00905441608493598,stable_positive
kazakhstan2022,Weissella,10,1,9,0,-0.020169515685405266,-0.023297468751373576,stable_negative
kazakhstan2022,Woeseia,10,10,0,0,0.02754840748438332,0.03007834541991476,stable_positive
kazakhstan2022,YC-ZSS-LKJ147,10,4,6,0,-0.001144828085049467,-0.0014416140672199008,unstable
kazakhstan2022,Z20,10,1,9,0,-0.012188076284690494,-0.015438965579593972,stable_negative
kazakhstan2022,[Bacteroides] pectinophilus group,10,8,2,0,0.005728588412509116,0.006398743025650448,stable_positive
kazakhstan2022,[Clostridium] innocuum group,10,5,5,0,5.7701851261065864e-05,-0.0032627004197322827,unstable
kazakhstan2022,[Eubacterium] fissicatena group,10,0,10,0,-0.018970556679573945,-0.02263707144798502,stable_negative
kazakhstan2022,[Eubacterium] nodatum group,10,8,2,0,0.005901498195758241,0.008507367927779223,stable_positive
kazakhstan2022,[Eubacterium] ruminantium group,10,9,1,0,0.004657083757602674,0.00931914529059052,stable_positive
kazakhstan2022,[Eubacterium] siraeum group,10,2,8,0,-0.0033562039838652136,-0.00657840204002247,stable_negative
kazakhstan2022,[Eubacterium] tenue group,10,1,9,0,-0.013011861788486768,-0.01548790780259295,stable_negative
kazakhstan2022,[Eubacterium] xylanophilum group,10,0,10,0,-0.028249904708431577,-0.03768254317083425,stable_negative
kazakhstan2022,[Ruminococcus] gauvreauii group,10,0,10,0,-0.027086912989855397,-0.03161229335513416,stable_negative
kazakhstan2022,mle1-7,10,10,0,0,0.01671187951644302,0.023132855898758905,stable_positive
kazakhstan2022,wb1-A12,10,0,10,0,-0.004299164053526269,-0.008341904351443993,stable_negative
kazakhstan2022,wb1-P19,10,10,0,0,0.01749127592549826,0.019371094374848224,stable_positive
ling2020,ADurb.Bin063-1,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Achromobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Acidaminococcus,10,10,0,0,0.0165559068566361,0.022157478453886,stable_positive
ling2020,Acidibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Acinetobacter,10,7,3,0,0.0015278945369501615,0.0009807763258272693,unstable
ling2020,Actinocorallia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Actinomyces,10,7,3,0,0.003986132403967961,0.0025529526847617723,unstable
ling2020,Adhaeribacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Adlercreutzia,10,5,5,0,0.0016341725660846732,0.008754773107940832,unstable
ling2020,Aeromicrobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Aeromonas,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Afipia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Agathobacter,10,0,10,0,-0.0450926993321082,-0.04548809490345845,stable_negative
ling2020,Agromyces,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Ahniella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Akkermansia,10,10,0,0,0.1180903307759341,0.09963902645143823,stable_positive
ling2020,Aliihoeflea,10,10,0,0,0.003864389312080384,0.004374236970037942,stable_positive
ling2020,Alistipes,10,10,0,0,0.013653568546079678,0.016990145302195045,stable_positive
ling2020,Alkalicoccus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Allisonella,10,0,10,0,-0.03437283768512337,-0.029915054037745754,stable_negative
ling2020,Alloprevotella,10,6,4,0,0.005235256739882961,0.0057299163562714904,unstable
ling2020,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Altererythrobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Ammoniphilus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Anaerobacillus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Anaerococcus,10,8,2,0,0.002770375418448127,0.006648247873415937,stable_positive
ling2020,Anaerofilum,10,0,10,0,-0.010697110401693924,-0.008363652526816203,stable_negative
ling2020,Anaerofustis,10,10,0,0,0.0055992308792945115,0.005105042182992174,stable_positive
ling2020,Anaerostipes,10,1,9,0,-0.012944736396833483,-0.012977820185110317,stable_negative
ling2020,Anaerotruncus,10,10,0,0,0.015332096167167856,0.02299293211380054,stable_positive
ling2020,Angelakisella,10,1,9,0,-0.0004896661248918583,-0.0004808104217407334,stable_negative
ling2020,Aquabacterium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Aquicella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Archangium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Arenimonas,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Aridibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Asteroleplasma,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Atopobium,10,10,0,0,0.03603184388451065,0.02989643309686015,stable_positive
ling2020,Azoarcus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,BD1-7 clade,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,BIyi10,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Bacillus,10,0,10,0,-0.00027399107495795826,-0.0004337646065268203,stable_negative
ling2020,Bacteroides,10,1,9,0,-0.002781674593183371,-0.003285497517088766,stable_negative
ling2020,Barnesiella,10,5,5,0,-0.0003554778532113417,-0.0027910294123336824,unstable
ling2020,Bauldia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Bdellovibrio,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Bifidobacterium,10,10,0,0,0.032835490320054075,0.03787146789218791,stable_positive
ling2020,Bilophila,10,10,0,0,0.02623554704280158,0.02523946077241323,stable_positive
ling2020,Blastococcus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Blautia,10,2,8,0,-0.0077538720625387,-0.009063078509905332,stable_negative
ling2020,Bradyrhizobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Brevundimonas,10,0,10,0,-0.003478667434410279,-0.002951962458091266,stable_negative
ling2020,Bryobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Burkholderia-Caballeronia-Paraburkholderia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Butyricicoccus,10,0,10,0,-0.0569999728350894,-0.049560789844458476,stable_negative
ling2020,Butyricimonas,10,0,10,0,-0.05258824075051592,-0.03914794625578215,stable_negative
ling2020,CAG-352,10,8,2,0,0.007942991560185108,0.016017870099379553,stable_positive
ling2020,CAG-56,10,4,6,0,-0.0065449354164401575,-0.0012549375844707212,unstable
ling2020,CAG-873,10,2,8,0,-0.0020182733844640015,-0.0028329294657998224,stable_negative
ling2020,CHKCI002,10,0,10,0,-0.02095809498492969,-0.016308370914035822,stable_negative
ling2020,CL500-29 marine group,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Caenimonas,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Campylobacter,10,8,2,0,0.00010628582704856893,0.0001272859644497844,stable_positive
ling2020,Candidatus Entotheonella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Candidatus Nitrocosmicus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Candidatus Nitrososphaera,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Candidatus Soleaferrea,10,8,2,0,0.0036147629000750055,0.0017016073698566795,stable_positive
ling2020,Candidatus Solibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Candidatus Udaeobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Castellaniella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Catabacter,10,10,0,0,0.0055166217983848844,0.005936278162834574,stable_positive
ling2020,Catenibacillus,10,10,0,0,0.005082377888323273,0.0045290990102101695,stable_positive
ling2020,Catenibacterium,10,10,0,0,0.038520098595573427,0.026124957752213386,stable_positive
ling2020,Catenisphaera,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Caulobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Cellvibrio,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Chelativorans,10,10,0,0,0.025997206903680563,0.02383856023353715,stable_positive
ling2020,Chitinophaga,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Christensenella,10,3,7,0,-0.022813523691820436,-0.016423234137374048,unstable
ling2020,Christensenellaceae R-7 group,10,10,0,0,0.03715836426974206,0.03926137109411319,stable_positive
ling2020,Chryseobacterium,10,9,1,0,0.0031317619224797396,0.0033648508524799607,stable_positive
ling2020,Chryseolinea,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Chthoniobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Citricoccus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Citrifermentans,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Citrobacter,10,0,10,0,-0.018718220610011882,-0.02284620516701306,stable_negative
ling2020,Cloacibacillus,10,10,0,0,0.0164114171077238,0.019592542449730986,stable_positive
ling2020,Clostridium sensu stricto 1,10,0,10,0,-0.0379018813539484,-0.03662983197372525,stable_negative
ling2020,Colidextribacter,10,4,6,0,-0.0034165625011902726,-0.005849341187537848,unstable
ling2020,Collinsella,10,9,1,0,0.0094011222680041,0.011885832042942643,stable_positive
ling2020,Comamonas,10,0,10,0,-0.006095628843087032,-0.004497562741323657,stable_negative
ling2020,Coprobacillus,10,10,0,0,0.03574764502758403,0.028897566088783633,stable_positive
ling2020,Coprobacter,10,5,5,0,8.58157761650199e-05,0.0005173464007753673,unstable
ling2020,Coprococcus,10,0,10,0,-0.05440981671887992,-0.04661499166073853,stable_negative
ling2020,Coriobacteriaceae UCG-003,10,0,10,0,-0.00250084893157758,-0.0022186383647712624,stable_negative
ling2020,Corynebacterium,10,10,0,0,0.016547946330104188,0.018272338613290216,stable_positive
ling2020,Cupriavidus,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Curvibacter,10,10,0,0,0.0033559283629048,0.003297899585852291,stable_positive
ling2020,Cutibacterium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,DTU089,10,4,6,0,-0.007113946487430972,-0.004508575723792307,unstable
ling2020,Dactylosporangium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Defluviitaleaceae UCG-011,10,3,7,0,-0.0012186042590395865,-0.006648912480619289,unstable
ling2020,Desulfovibrio,10,10,0,0,0.014103537401119205,0.015960741387358195,stable_positive
ling2020,Dethiobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Dialister,10,0,10,0,-0.04383982030620697,-0.04434421041037307,stable_negative
ling2020,Diaphorobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Dielma,10,1,9,0,-0.004403580006516287,-0.005399863509527257,stable_negative
ling2020,Dinghuibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Dokdonella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Dongia,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Dorea,10,10,0,0,0.04505006625221059,0.03500776819841656,stable_positive
ling2020,Edaphobaculum,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Eggerthella,10,6,4,0,0.012864557113491337,0.006124452088548157,unstable
ling2020,Eisenbergiella,10,10,0,0,0.013350008695300897,0.013799111937756497,stable_positive
ling2020,Ellin6055,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Ellin6067,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Elusimicrobium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Enhydrobacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Enterobacter,10,9,1,0,0.009637868851982267,0.012592603802636482,stable_positive
ling2020,Enterococcus,10,10,0,0,0.05027912708417573,0.04494009406488588,stable_positive
ling2020,Enterorhabdus,10,0,10,0,-0.014146081478185638,-0.01189640653005567,stable_negative
ling2020,Enteroscipio,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Erysipelatoclostridium,10,10,0,0,0.08006460076354578,0.06610900177461496,stable_positive
ling2020,Erysipelotrichaceae UCG-003,10,0,10,0,-0.020420002847410117,-0.025130463248532502,stable_negative
ling2020,Erysipelotrichaceae UCG-006,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Escherichia-Shigella,10,3,7,0,-0.016770458842743658,-0.016838750036175743,unstable
ling2020,Eubacterium,10,10,0,0,0.012534968041744322,0.011467584830667012,stable_positive
ling2020,Eubacterium brachy group,10,10,0,0,0.02281833025784765,0.02309604580213346,stable_positive
ling2020,Eubacterium eligens group,10,3,7,0,-0.006619432091827063,-0.005721655294713307,unstable
ling2020,Eubacterium hallii group,10,10,0,0,0.0404641982688784,0.03221588804427983,stable_positive
ling2020,Eubacterium oxidoreducens group,10,0,10,0,-0.008558587027537593,-0.0063463039175266495,stable_negative
ling2020,Eubacterium ventriosum group,10,3,7,0,-0.005447001641913125,-0.005430389063091944,unstable
ling2020,Ezakiella,10,10,0,0,0.01869376130558951,0.014469534594209169,stable_positive
ling2020,Faecalibacterium,10,0,10,0,-0.10127983119338799,-0.08244931332093011,stable_negative
ling2020,Faecalibaculum,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Faecalitalea,10,0,10,0,-0.012761211687543692,-0.018500520331488836,stable_negative
ling2020,Family XIII AD3011 group,10,10,0,0,0.05994386075995865,0.0511513252963422,stable_positive
ling2020,Family XIII UCG-001,10,8,2,0,0.0015540205205212432,0.004295856012697327,stable_positive
ling2020,Fenollaria,10,0,10,0,-0.011268147771593287,-0.014425271542051884,stable_negative
ling2020,Ferruginibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Finegoldia,10,10,0,0,0.017365484558317056,0.014220050948791122,stable_positive
ling2020,Flavisolibacter,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Flavitalea,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Flavobacterium,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Flavonifractor,10,7,3,0,0.0012634912127259604,-8.058928975120095e-05,unstable
ling2020,Fluviicola,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Fournierella,10,1,9,0,-0.0019621278437591577,-0.0032275134325743813,stable_negative
ling2020,Frisingicoccus,10,1,9,0,-0.014011526014528217,-0.013119804016815378,stable_negative
ling2020,Fusicatenibacter,10,0,10,0,-0.01943944545929476,-0.024843540735596588,stable_negative
ling2020,Fusobacterium,10,0,10,0,-0.05417428002586802,-0.04494599827824564,stable_negative
ling2020,GCA-900066575,10,10,0,0,0.010692344051502484,0.009152554121081376,stable_positive
ling2020,GCA-900066755,10,10,0,0,0.003726351160713643,0.004201876060080692,stable_positive
ling2020,Gaiella,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Gemella,10,9,1,0,0.017377561231385487,0.015942028030536518,stable_positive
ling2020,Gemmatimonas,10,0,10,0,-0.0007466055947851404,-0.0008607600551663409,stable_negative
ling2020,Gordonibacter,10,10,0,0,0.05204823814940242,0.04295444467945135,stable_positive
ling2020,Granulicatella,10,0,10,0,-0.037089884050867855,-0.03211042135402711,stable_negative
ling2020,HT002,10,10,0,0,0.034916147543447455,0.030603007751610112,stable_positive
ling2020,Haemophilus,10,1,9,0,-0.014377689015782577,-0.015401208656890725,stable_negative
